quest,shape,stage,report_row,counters,stage_gates,reward_projection,kill_route_kinds,kill_route_targets,migration_repair,field_alignment_problems,monster_alignment_problems,noop_kill_routes,unresolved_monsters,verdict,html_steps,html_file,legacy_handler,legacy_var0_writes
2410,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<3;SECTION_2<3,SECTION_5==0,var0=3;var1=3;var2=3,counter-grid,,False,,,,"fea_lehparfid_38_an,reb_lehparrngd_38_an,wea_lehparwid_38_an",COUNTER_CHAIN_OK,,,,
2415,COUNTER_CHAIN,,,SECTION_0<7;SECTION_1<3,SECTION_5==0,var0=7;var1=3,counter-grid,,False,,,,"trollkind_36_an,trollred_36_an",COUNTER_CHAIN_OK,,,_24150Interior_Landscaping.java,0;0;1;0;1;2;1;2;2;1;1;1;1;3
2426,COUNTER_CHAIN,,,SECTION_0<7;SECTION_1<3,SECTION_5==0,var0=7;var1=3,counter-grid,,False,,,,"elementalearth2d_23_an,elementalearth3d_23_an",COUNTER_CHAIN_OK,,,,
2432,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<3,SECTION_5==0,var0=3;var1=3,kill-chain;kill-routes,a0b3;a1b0;a1b1;a1b2;a1b3;a2b0;a2b1;a2b2;a2b3;a3b0;a3b1;a3b2;a3b3,False,,,,"lycanfighterm_38_an,lycanshamanm_38_an",COUNTER_CHAIN_OK,,,,
2434,COUNTER_CHAIN,,,SECTION_0<4;SECTION_1<6;SECTION_2<4;SECTION_3<6;SECTION_4<4,SECTION_5==0,var0=4;var1=6;var2=4;var3=6;var4=4,transition,started,False,,,,"fea_lycanfighterm_38_ae,fea_lycanfighterm_40_ae,hea_lycanhunterm_39_ae,rea_lycanrangerm_38_ae,reb_lycanrangerm_39_ae",COUNTER_CHAIN_OK,,,,
2437,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<5,SECTION_5==0,var0=5;var1=5,counter-grid,,False,,,,"mosbear_37_an,mosbearbaby_36_an",COUNTER_CHAIN_OK,,,,
2438,COUNTER_CHAIN,,,SECTION_0<4;SECTION_1<6,SECTION_5==0,var0=4;var1=6,counter-grid,,False,,,,"kalnifd_37_an,kalnifnmd_37_an",COUNTER_CHAIN_OK,,,,
2439,COUNTER_CHAIN,,,SECTION_0<2;SECTION_1<2;SECTION_2<2;SECTION_3<2,SECTION_5==0,var0=2;var1=2;var2=2;var3=2,counter-grid,,False,,,,"fea_lycanfighterm_38_ae,keb_lycanknightm_38_ae,pea_lycanpriestm_39_ae,wea_lycanwizardm_38_ae",COUNTER_CHAIN_OK,,,,
2444,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,lycanassassinmnmq_38_ae,COUNTER_CHAIN_OK,,,,
2447,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<2;SECTION_2<5,SECTION_5==0,var0=3;var1=2;var2=5,counter-grid,,False,,,,"peta_direbeastsd_38_an,peta_direbeastsd_40_an,petb_direbeastsd_38_an",COUNTER_CHAIN_OK,,,,
2485,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,npc_mabangta,COUNTER_CHAIN_OK,,,,
2489,COUNTER_CHAIN,,,SECTION_0<1;SECTION_1<1;SECTION_2<1,SECTION_5==0,var0=1;var1=1;var2=1,counter-grid,,False,,,,"lycanhuntermnnm_39_ae,lycanpriestmnnm_40_ae,lycanwizardmnnm_40_ae",COUNTER_CHAIN_OK,,,,
2506,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,kalnifnmdd_30_an,COUNTER_CHAIN_OK,,,_25060Take_Down_The_Barricade.java,1;1;1
2509,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,mahishadrakyd_31_an,COUNTER_CHAIN_OK,,,_25090They_Chose_Poorly.java,qs.getQuestVarById(0;qs.getQuestVarById(0
2516,COUNTER_CHAIN,,,SECTION_0<12;SECTION_1<8,SECTION_5==0,var0=12;var1=8,counter-grid,,False,,,,"vespad_29_n,xipetod_30_an",COUNTER_CHAIN_OK,,,,
2521,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,varanusre2d_31_n,COUNTER_CHAIN_OK,,,,
2522,COUNTER_CHAIN,,,SECTION_0<7;SECTION_1<3,SECTION_5==0,var0=7;var1=3,counter-grid,,False,,,,"drakevioletd_36_an,mahishadrakyd_34_an",COUNTER_CHAIN_OK,,,,
2524,COUNTER_CHAIN,,,SECTION_0<7;SECTION_1<3,SECTION_5==0,var0=7;var1=3,counter-grid,,False,,,,"mosbearrebigd_34_an,mosbearred_33_an",COUNTER_CHAIN_OK,,,,
2528,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<4,SECTION_5==0,var0=6;var1=4,counter-grid,,False,,,,"kalnifred_34_an,kuillusred_33_an",COUNTER_CHAIN_OK,,,,
2530,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<3;SECTION_2<2,SECTION_5==0,var0=5;var1=3;var2=2,counter-grid,,False,,,,"graveknightd_36_an,skeletond_35_an,zombied_35_an",COUNTER_CHAIN_OK,,,_25300A_Bloody_Battle_With_Beritra.java,4;6;7;8;11;13;3;4;5;6;7;8;1;2;14;3;5;9;10;12;1;3;1;3;1;3;1;4;1;3;1;3;10
2535,COUNTER_CHAIN,,,SECTION_0<1;SECTION_1<1,SECTION_5==0,var0=1;var1=1,counter-grid,,False,,,,"skeletonnameddq_36_an,zombienameddq_36_an",COUNTER_CHAIN_OK,,,,
2537,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<2;SECTION_2<3,SECTION_5==0,var0=5;var1=2;var2=3,counter-grid,,False,,,,"aeb_lehparasd_44_ae,aeb_lehparasexplord_43_ae,aeb_lehparasg4d_43_ae",COUNTER_CHAIN_OK,,,,
2544,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,kuillusvioletd_32_an,COUNTER_CHAIN_OK,,,_25440Secure_Sootguzzle_Outpost.java,1;1;1;1;1;1
2550,COUNTER_CHAIN,,,SECTION_0<7;SECTION_1<3,SECTION_5==0,var0=7;var1=3,counter-grid,,False,,,,"mosbearrebigd_34_an,mosbearred_33_an",COUNTER_CHAIN_OK,,,_25500Protect_The_Plains_Of_Dawn.java,1;1;1;1;1;1;1
2551,COUNTER_CHAIN,,,SECTION_0<4;SECTION_1<4;SECTION_2<1,SECTION_5==0,var0=4;var1=4;var2=1,counter-grid,,False,,,,"df3_bigrock_q2551,kuillusd_36_an,pretorvioletd_36_an",COUNTER_CHAIN_OK,,,_25510Scout_The_Nephilim_Graveyard.java,1;1;1;1;1;1;1
2552,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<5,SECTION_5==0,var0=5;var1=5,counter-grid,,False,,,,"fec_lehparfiworkerd_36_an,lna_lehparfiworkerd_36_an",COUNTER_CHAIN_OK,,,_25520Minor_Turbulence.java,1;1;1;1;1;1;1;1
2555,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,lehparknsupervisornmddq_37_ae,COUNTER_CHAIN_OK,,,_25550A_Norsvold_Story.java,qs.getQuestVarById(0;qs.getQuestVarById(0;qs.getQuestVarById(0;1;2;1;2;1;2;1;2
2560,COUNTER_CHAIN,,,SECTION_0<4;SECTION_1<3;SECTION_2<3,SECTION_5==0,var0=4;var1=3;var2=3,kill-routes,a0b0c1;a0b0c2;a0b0c3;a0b1c0;a0b1c1;a0b1c2;a0b1c3;a0b2c0;a0b2c1;a0b2c2;a0b2c3;a0b3c0;a0b3c1;a0b3c2;a0b3c3;a1b0c0;a1b0c1;a1b0c2;a1b0c3;a1b1c0;a1b1c1;a1b1c2;a1b1c3;a1b2c0;a1b2c1;a1b2c2;a1b2c3;a1b3c0;a1b3c1;a1b3c2;a1b3c3;a2b0c0;a2b0c1;a2b0c2;a2b0c3;a2b1c0;a2b1c1;a2b1c2;a2b1c3;a2b2c0;a2b2c1;a2b2c2;a2b2c3;a2b3c0;a2b3c1;a2b3c2;a2b3c3;a3b0c0;a3b0c1;a3b0c2;a3b0c3;a3b1c0;a3b1c1;a3b1c2;a3b1c3;a3b2c0;a3b2c1;a3b2c2;a3b2c3;a3b3c0;a3b3c1;a3b3c2;a3b3c3;a4b0c0;a4b0c1;a4b0c2;a4b0c3;a4b1c0;a4b1c1;a4b1c2;a4b1c3;a4b2c0;a4b2c1;a4b2c2;a4b2c3;a4b3c0;a4b3c1;a4b3c2;a4b3c3,False,,,kill-routes-only,"ana_lehparasd_37_an,fna_lehparfid_37_an,fnb_lehparfid_37_an",COUNTER_CHAIN_OK,,,_25601Anima_Curse.java,3;6;3;2;5;1;6;3;2;1;4;1;4;5;2;3;2;5;1;6;2;4;7;1;3;5
2561,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<3;SECTION_2<3,SECTION_5==0,var0=3;var1=3;var2=3,kill-routes,a0b0c1;a0b0c2;a0b0c3;a0b1c0;a0b1c1;a0b1c2;a0b1c3;a0b2c0;a0b2c1;a0b2c2;a0b2c3;a0b3c0;a0b3c1;a0b3c2;a0b3c3;a1b0c0;a1b0c1;a1b0c2;a1b0c3;a1b1c0;a1b1c1;a1b1c2;a1b1c3;a1b2c0;a1b2c1;a1b2c2;a1b2c3;a1b3c0;a1b3c1;a1b3c2;a1b3c3;a2b0c0;a2b0c1;a2b0c2;a2b0c3;a2b1c0;a2b1c1;a2b1c2;a2b1c3;a2b2c0;a2b2c1;a2b2c2;a2b2c3;a2b3c0;a2b3c1;a2b3c2;a2b3c3;a3b0c0;a3b0c1;a3b0c2;a3b0c3;a3b1c0;a3b1c1;a3b1c2;a3b1c3;a3b2c0;a3b2c1;a3b2c2;a3b2c3;a3b3c0;a3b3c1;a3b3c2;a3b3c3,False,,,kill-routes-only,"undeaddarkfid_37_an,undeaddarkprd_37_an,undeaddarkwid_37_an",COUNTER_CHAIN_OK,,,,
2566,COUNTER_CHAIN,,,SECTION_0<7,SECTION_5==0,var0=7,kill-chain,k7,False,,,,ettind_38_an,COUNTER_CHAIN_OK,,,_25665Sentinel_Of_Morninglight_Plains.java,
2567,COUNTER_CHAIN,,,SECTION_0<4;SECTION_1<6,SECTION_5==0,var0=4;var1=6,counter-grid,,False,,,,"direbeastdf3d_38_an,ettind_39_an",COUNTER_CHAIN_OK,,,_25670Investigating_The_Ancient_Guardian_Weapon_Invasion.java,1;1;1;2;3
2573,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<7,SECTION_5==0,var0=3;var1=7,counter-grid,,False,,,,"undeadporgussd_36_an,zaifundeadd_37_an",COUNTER_CHAIN_OK,,,,
2575,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,agrinticed_38_an,COUNTER_CHAIN_OK,,,,
2576,COUNTER_CHAIN,,,SECTION_0<4;SECTION_1<6,SECTION_5==0,var0=4;var1=6,counter-grid,,False,,,,"shadowstalkerd_38_an,spectred_38_an",COUNTER_CHAIN_OK,,,,
2577,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,graveknightd_38_an,COUNTER_CHAIN_OK,,,,
2582,COUNTER_CHAIN,,,SECTION_0<4;SECTION_1<6,SECTION_5==0,var0=4;var1=6,counter-grid,,False,,,,"waterwormiced_38_an,waterwormiced_39_an",COUNTER_CHAIN_OK,,,,
2587,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<7,SECTION_5==0,var0=3;var1=7,counter-grid,,False,,,,"pet_critonwaterd_44_an,seirenbreederd_46_ae",COUNTER_CHAIN_OK,,,,
2589,COUNTER_CHAIN,,,SECTION_0<4;SECTION_1<3;SECTION_2<3,SECTION_5==0,var0=4;var1=3;var2=3,counter-grid,,False,,,,"undeaddarkfid_41_an,undeaddarkrad_40_an,undeaddarkwid_41_an",COUNTER_CHAIN_OK,,,,
2593,COUNTER_CHAIN,,,SECTION_0<4;SECTION_1<6,SECTION_5==0,var0=4;var1=6,counter-grid,,False,,,,"undeaddarkfid_39_an,undeaddarkwid_39_an",COUNTER_CHAIN_OK,,,,
2594,COUNTER_CHAIN,,,SECTION_0<4;SECTION_1<3;SECTION_2<3,SECTION_5==0,var0=4;var1=3;var2=3,counter-grid,,False,,,,"graveknightd_40_an,lichd_39_an,shadowstalkerd_40_an",COUNTER_CHAIN_OK,,,,
2601,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<4,SECTION_5==0,var0=6;var1=4,counter-grid,,False,,,,"rafflesiaseabigd_45_ae,rafflesiasead_44_ae",COUNTER_CHAIN_OK,,,,
2608,COUNTER_CHAIN,,,SECTION_0<4;SECTION_1<6,SECTION_5==0,var0=4;var1=6,counter-grid,,False,,,,"bighorndeerd_35_an,bighorndeerminerd_35_n",COUNTER_CHAIN_OK,,,,
2615,COUNTER_CHAIN,,,SECTION_0<2,SECTION_5==0,var0=2,kill-chain,k2,False,,,,df3_trollhouse_q2615,COUNTER_CHAIN_OK,,,,
2616,COUNTER_CHAIN,,,SECTION_0<4;SECTION_1<6,SECTION_5==0,var0=4;var1=6,counter-grid,,False,,,,"trollkinred_41_an,trollre2d_41_an",COUNTER_CHAIN_OK,,,,
2618,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<4,SECTION_5==0,var0=6;var1=4,counter-grid,,False,,,,"mammothwhited_41_an,mammothwhitesmalld_41_an",COUNTER_CHAIN_OK,,,,
2622,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<4,SECTION_5==0,var0=6;var1=4,counter-grid,,False,,,,"harpyd_41_an,harpyred_41_an",COUNTER_CHAIN_OK,,,,
2628,COUNTER_CHAIN,,,SECTION_0<4;SECTION_1<6,SECTION_5==0,var0=4;var1=6,kill-chain;transition,a0b6;a1b0;a1b1;a1b2;a1b3;a1b4;a1b5;a1b6;a2b0;a2b1;a2b2;a2b3;a2b4;a2b5;a2b6;a3b0;a3b1;a3b2;a3b3;a3b4;a3b5;a3b6;a4b0;a4b1;a4b2;a4b3;a4b4;a4b5;a4b6,False,,,,"elementalair4d_43_an,elementalearth4snowd_43_an",COUNTER_CHAIN_OK,,,,
2629,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<4,SECTION_5==0,var0=6;var1=4,counter-grid,,False,,,,"cyclopsred_43_an,cyclopsred_45_an",COUNTER_CHAIN_OK,,,,
2632,COUNTER_CHAIN,,,SECTION_0<4;SECTION_1<6,SECTION_5==0,var0=4;var1=6,counter-grid,,False,,,,"iddf3_05_adddrakyd_46_ae,iddf3_05_bombdrakyd_46_ae",COUNTER_CHAIN_OK,,,,
2635,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<3;SECTION_2<3,SECTION_5==0,var0=3;var1=3;var2=3,counter-grid,,False,,,,"g6_fea_nagafid_44_ae_tune,g6_feb_nagafid_45_ae_tune,g6_keb_nagaknd_45_ae_tune",COUNTER_CHAIN_OK,,,,
2638,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<5,SECTION_5==0,var0=5;var1=5,counter-grid,,False,,,,"curesd_42_an,direbeastd_42_an",COUNTER_CHAIN_OK,,,,
2639,COUNTER_CHAIN,,,SECTION_0<1;SECTION_1<1;SECTION_2<1,SECTION_5==0,var0=1;var1=1;var2=1,counter-grid,,False,,,,"df3_lizardmanasnamedq_43_an,df3_lizardmanfinamedq_43_an,df3_lizardmanranamedq_43_an",COUNTER_CHAIN_OK,,,,
2644,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<4,SECTION_5==0,var0=6;var1=4,counter-grid,,False,,,,"lizardmanassassind_42_an,lizardmanfighterd_42_an",COUNTER_CHAIN_OK,,,,
2648,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<4,SECTION_5==0,var0=6;var1=4,counter-grid,,False,,,,"lizardbreederd_43_ae_tune,lizardpet_draked_43_an_tune",COUNTER_CHAIN_OK,,,,
2650,COUNTER_CHAIN,,,SECTION_0<2;SECTION_1<4;SECTION_2<4,SECTION_5==0,var0=2;var1=4;var2=4,kill-routes,a0b0c1;a0b0c2;a0b0c3;a0b0c4;a0b1c0;a0b1c1;a0b1c2;a0b1c3;a0b1c4;a0b2c0;a0b2c1;a0b2c2;a0b2c3;a0b2c4;a0b3c0;a0b3c1;a0b3c2;a0b3c3;a0b3c4;a0b4c0;a0b4c1;a0b4c2;a0b4c3;a0b4c4;a1b0c0;a1b0c1;a1b0c2;a1b0c3;a1b0c4;a1b1c0;a1b1c1;a1b1c2;a1b1c3;a1b1c4;a1b2c0;a1b2c1;a1b2c2;a1b2c3;a1b2c4;a1b3c0;a1b3c1;a1b3c2;a1b3c3;a1b3c4;a1b4c0;a1b4c1;a1b4c2;a1b4c3;a1b4c4;a2b0c0;a2b0c1;a2b0c2;a2b0c3;a2b0c4;a2b1c0;a2b1c1;a2b1c2;a2b1c3;a2b1c4;a2b2c0;a2b2c1;a2b2c2;a2b2c3;a2b2c4;a2b3c0;a2b3c1;a2b3c2;a2b3c3;a2b3c4;a2b4c0;a2b4c1;a2b4c2;a2b4c3;a2b4c4,False,,,kill-routes-only,"aea_lizardasd_43_an_tune,ana_lizardasd_43_an_tune,atk_lizardasd_43_an_tune",COUNTER_CHAIN_OK,,,,
2655,COUNTER_CHAIN,,,SECTION_0<7,SECTION_5==0,var0=7,counter-grid,,False,,,,lf3_undeadseekera_45_an,COUNTER_CHAIN_OK,,,,
2659,COUNTER_CHAIN,,,SECTION_0<4;SECTION_1<6,SECTION_5==0,var0=4;var1=6,counter-grid,,False,,,,"idlf3ci_kea_nagakn_46_ae,idlf3ci_wea_nagawi_46_ae",COUNTER_CHAIN_OK,,,,
2661,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<5,SECTION_5==0,var0=5;var1=5,counter-grid,,False,,,,"kuillusd_42_an,pretorvioletd_42_an",COUNTER_CHAIN_OK,,,,
2662,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<3;SECTION_2<3,SECTION_5==0,var0=3;var1=3;var2=3,counter-grid,,False,,,,"aeb_lehparasd_42_ae,keb_lehparknd_42_ae,wea_lehparwid_42_ae",COUNTER_CHAIN_OK,,,,
2665,COUNTER_CHAIN,,,SECTION_0<1;SECTION_1<1,SECTION_5==0,var0=1;var1=1,counter-grid,,False,,,,"df3_lehpargate_q2620a,df3_lehpargate_q2620b",COUNTER_CHAIN_OK,,,,
2668,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<4,SECTION_5==0,var0=6;var1=4,counter-grid,,False,,,,"iddf3lp1_feb_lehparfid_43_ae,iddf3lp2_wea_lehparwid_44_ae",COUNTER_CHAIN_OK,,,,
2671,COUNTER_CHAIN,,,SECTION_0<9,SECTION_5==0,var0=9,counter-grid,,False,,,,g6_fea_lizardfidtalk_44_ae_tune,COUNTER_CHAIN_OK,,,,
2674,COUNTER_CHAIN,,,SECTION_0<2;SECTION_1<3;SECTION_2<5,SECTION_5==0,var0=2;var1=3;var2=5,counter-grid,,False,,,,"g6_lizardbreederd_44_ae_tune,g6_lizardpet_draked_44_ae,g6_lizardpet_drakyd_44_ae",COUNTER_CHAIN_OK,,,,
2676,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<3;SECTION_2<2;SECTION_3<2,SECTION_5==0,var0=3;var1=3;var2=2;var3=2,kill-routes,a0b0c0d1;a0b0c0d2;a0b0c1d0;a0b0c1d1;a0b0c1d2;a0b0c2d0;a0b0c2d1;a0b0c2d2;a0b1c0d0;a0b1c0d1;a0b1c0d2;a0b1c1d0;a0b1c1d1;a0b1c1d2;a0b1c2d0;a0b1c2d1;a0b1c2d2;a0b2c0d0;a0b2c0d1;a0b2c0d2;a0b2c1d0;a0b2c1d1;a0b2c1d2;a0b2c2d0;a0b2c2d1;a0b2c2d2;a0b3c0d0;a0b3c0d1;a0b3c0d2;a0b3c1d0;a0b3c1d1;a0b3c1d2;a0b3c2d0;a0b3c2d1;a0b3c2d2;a1b0c0d0;a1b0c0d1;a1b0c0d2;a1b0c1d0;a1b0c1d1;a1b0c1d2;a1b0c2d0;a1b0c2d1;a1b0c2d2;a1b1c0d0;a1b1c0d1;a1b1c0d2;a1b1c1d0;a1b1c1d1;a1b1c1d2;a1b1c2d0;a1b1c2d1;a1b1c2d2;a1b2c0d0;a1b2c0d1;a1b2c0d2;a1b2c1d0;a1b2c1d1;a1b2c1d2;a1b2c2d0;a1b2c2d1;a1b2c2d2;a1b3c0d0;a1b3c0d1;a1b3c0d2;a1b3c1d0;a1b3c1d1;a1b3c1d2;a1b3c2d0;a1b3c2d1;a1b3c2d2;a2b0c0d0;a2b0c0d1;a2b0c0d2;a2b0c1d0;a2b0c1d1;a2b0c1d2;a2b0c2d0;a2b0c2d1;a2b0c2d2;a2b1c0d0;a2b1c0d1;a2b1c0d2;a2b1c1d0;a2b1c1d1;a2b1c1d2;a2b1c2d0;a2b1c2d1;a2b1c2d2;a2b2c0d0;a2b2c0d1;a2b2c0d2;a2b2c1d0;a2b2c1d1;a2b2c1d2;a2b2c2d0;a2b2c2d1;a2b2c2d2;a2b3c0d0;a2b3c0d1;a2b3c0d2;a2b3c1d0;a2b3c1d1;a2b3c1d2;a2b3c2d0;a2b3c2d1;a2b3c2d2;a3b0c0d0;a3b0c0d1;a3b0c0d2;a3b0c1d0;a3b0c1d1;a3b0c1d2;a3b0c2d0;a3b0c2d1;a3b0c2d2;a3b1c0d0;a3b1c0d1;a3b1c0d2;a3b1c1d0;a3b1c1d1;a3b1c1d2;a3b1c2d0;a3b1c2d1;a3b1c2d2;a3b2c0d0;a3b2c0d1;a3b2c0d2;a3b2c1d0;a3b2c1d1;a3b2c1d2;a3b2c2d0;a3b2c2d1;a3b2c2d2;a3b3c0d0;a3b3c0d1;a3b3c0d2;a3b3c1d0;a3b3c1d1;a3b3c1d2;a3b3c2d0;a3b3c2d1;a3b3c2d2,False,,,kill-routes-only,"g6_kea_nagaknd_45_ae_tune,g6_link_fea_nagafid_44_ae_tune,g6_pea1_nagaprd_45_ae_tune,g6_wea_nagawid_45_ae_tune",COUNTER_CHAIN_OK,,,,
2696,COUNTER_CHAIN,,,SECTION_0<4;SECTION_1<6,SECTION_5==0,var0=4;var1=6,kill-chain;transition,a0b6;a1b0;a1b1;a1b2;a1b3;a1b4;a1b5;a1b6;a2b0;a2b1;a2b2;a2b3;a2b4;a2b5;a2b6;a3b0;a3b1;a3b2;a3b3;a3b4;a3b5;a3b6;a4b0;a4b1;a4b2;a4b3;a4b4;a4b5;a4b6,False,,,,"idlf3cl_lehparasbreeder_44_ae,idlf3cl_lehparwabreeder_44_ae",COUNTER_CHAIN_OK,,,,
2730,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<5,SECTION_5==0,var0=5;var1=5,counter-grid,,False,,,,"ab1_1141_lizardmanas_26_an,ab1_1141_lizardmanfi_26_an",COUNTER_CHAIN_OK,,,,
2742,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<3;SECTION_2<2,SECTION_5==0,var0=5;var1=3;var2=2,counter-grid,,False,,,,"ab1_1132_undeadlightfi_26_an,ab1_1132_undeadlightpr_26_an,ab1_1132_undeadlightra_26_an",COUNTER_CHAIN_OK,,,,
2743,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,ab1_1132_graveknight_25_an,COUNTER_CHAIN_OK,,,,
2753,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<5,SECTION_5==0,var0=5;var1=5,counter-grid,,False,,,,"ab1_1141_lizardmanas_27_an,ab1_1141_lizardmanra_28_an",COUNTER_CHAIN_OK,,,,
2755,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<5,SECTION_5==0,var0=5;var1=5,counter-grid,,False,,,,"ab1_1141_rottentree_29_an,ab1_1141_rottentreeb_29_an",COUNTER_CHAIN_OK,,,_27550.java,3;4;1;2;1;5;2
2756,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<3,SECTION_5==0,var0=5;var1=3,counter-grid,,False,,,,"ab1_1141_worm_28_an,ab1_1141_wormb_29_an",COUNTER_CHAIN_OK,,,,
2841,COUNTER_CHAIN,,,SECTION_0<44,SECTION_5==0,var0=44,counter,hunting-complete,False,,,,asteria_lizardfi_45_ae,COUNTER_CHAIN_OK,,,_2841CleansingtheAsteriaChamber.java,0;qs.getQuestVarById(0;qs.getQuestVarById(0
2842,COUNTER_CHAIN,,,SECTION_0<39,SECTION_5==0,var0=39,transition,hunting;reward,False,,,,rhoo_lizardfi_45_ae,COUNTER_CHAIN_OK,,,_2842BalaurintheUndergroundFortress.java,0;qs.getQuestVarById(0;qs.getQuestVarById(0
2843,COUNTER_CHAIN,,,SECTION_0<80;SECTION_1<1,SECTION_5==0,var0=80;var1=1,transition,m1;reward;started,False,var1@7!=SECTION_1,,,"crotan_drakannamed_45_ah,crotan_lizardfi_45_ae",COUNTER_CHAIN_EXTENDED_EXCEPTION,,,_2843OperationAnnihilate.java,0;qs.getQuestVarById(0;qs.getQuestVarById(0
2844,COUNTER_CHAIN,,,SECTION_0<80;SECTION_1<1,SECTION_5==0,var0=80;var1=1,transition,m1;reward;started,False,var1@7!=SECTION_1,,,"dkisas_drakannamed_45_ah,dkisas_lizardfi_45_ae",COUNTER_CHAIN_EXTENDED_EXCEPTION,,,,
2845,COUNTER_CHAIN,,,SECTION_0<80;SECTION_1<1,SECTION_5==0,var0=80;var1=1,transition,m1;reward;started,False,var1@7!=SECTION_1,,,"lamiren_drakannamed_45_ah,lamiren_lizardfi_45_ae",COUNTER_CHAIN_EXTENDED_EXCEPTION,,,,
3002,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<4,SECTION_5==0,var0=3;var1=4,counter-grid,,False,,,,"cherubim2wp_21_an,digcherubiml_21_n",COUNTER_CHAIN_OK,,,,
3005,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<6,SECTION_5==0,var0=3;var1=6,counter-grid,,False,,,,"clodwormre2_21_an,gorgonre_21_an",COUNTER_CHAIN_OK,,,_30051BanishingtheShadowborn.java,
3011,COUNTER_CHAIN,,,SECTION_0<6,SECTION_5==0,var0=6,counter-grid,,False,,,,basiliskdlf2a_23_an,COUNTER_CHAIN_OK,,,_30111CenterOfTheWeb.java,1
3014,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<5,SECTION_5==0,var0=5;var1=5,counter-grid,,False,,,,"ghost_24_an,zombie_24_an",COUNTER_CHAIN_OK,,,,
3015,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<6,SECTION_5==0,var0=6;var1=6,counter-grid,,False,,,,"graveknight_24_an,skeleton_24_an",COUNTER_CHAIN_OK,,,_30151SnufftheSunsucker.java,2;3
3016,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,darkdevaknnamedq_25_ae,COUNTER_CHAIN_OK,,,_30161Hexway_Hideout.java,
3021,COUNTER_CHAIN,,,SECTION_0<7;SECTION_1<5,SECTION_5==0,var0=7;var1=5,counter-grid,,False,,,,"cherubim2wp_24_an,digcherubiml_24_n",COUNTER_CHAIN_OK,,,_30210WritteninBlood.java,1;2
3033,COUNTER_CHAIN,,,SECTION_0<7;SECTION_1<5,SECTION_5==0,var0=7;var1=5,counter-grid,,False,,,,"lf2a_cherubim3_46_an,lf2a_cherubim4_46_an",COUNTER_CHAIN_OK,,,_30335Improved_Sword.java,
3042,COUNTER_CHAIN,,,SECTION_0<5,SECTION_5==0,var0=5,counter-grid,,False,,,,lf2a_salivadored_45_an,COUNTER_CHAIN_OK,,,,
