quest_id,displayed_page,client_action_ids,client_action_constants,button_text_zh,classification,xml_file
80914,10000,1009,HACTION_SELECT_QUEST_REWARD,说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80914.xml
80915,10000,1009,HACTION_SELECT_QUEST_REWARD,说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80915.xml
80916,10000,1009,HACTION_SELECT_QUEST_REWARD,说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80916.xml
80917,10000,1009,HACTION_SELECT_QUEST_REWARD,说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80917.xml
80918,10000,1009,HACTION_SELECT_QUEST_REWARD,说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80918.xml
80919,10000,1009,HACTION_SELECT_QUEST_REWARD,说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80919.xml
80923,10000,1009,HACTION_SELECT_QUEST_REWARD,明白了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80923.xml
80924,10000,1009,HACTION_SELECT_QUEST_REWARD,明白了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80924.xml
80925,10000,1009,HACTION_SELECT_QUEST_REWARD,明白了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80925.xml
80926,10000,1009,HACTION_SELECT_QUEST_REWARD,明白了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80926.xml
80942,10000,1009,HACTION_SELECT_QUEST_REWARD,交出证物。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80942.xml
80943,10000,1009,HACTION_SELECT_QUEST_REWARD,回答说，不需要谢礼。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80943.xml
80944,10000,1009,HACTION_SELECT_QUEST_REWARD,回答说，不需要谢礼。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80944.xml
80945,10000,1009,HACTION_SELECT_QUEST_REWARD,将封印的香囊挂到树上。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80945.xml
80946,10000,1009,HACTION_SELECT_QUEST_REWARD,将封印的香囊挂到树上。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80946.xml
80947,10000,1009,HACTION_SELECT_QUEST_REWARD,明白了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80947.xml
80948,10000,1009,HACTION_SELECT_QUEST_REWARD,明白了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80948.xml
80949,10000,1009,HACTION_SELECT_QUEST_REWARD,虔诚地接受它吧。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80949.xml
80950,10000,1009,HACTION_SELECT_QUEST_REWARD,虔诚地接受它吧。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80950.xml
80951,10000,1009,HACTION_SELECT_QUEST_REWARD,虔诚地接受它吧。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80951.xml
80953,10000,1009,HACTION_SELECT_QUEST_REWARD,谢谢。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80953.xml
80957,10000,1009,HACTION_SELECT_QUEST_REWARD,没关系。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80957.xml
80958,10000,1008,HACTION_FINISH_DIALOG,汇报成果。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/80958.xml
80959,10000,1009,HACTION_SELECT_QUEST_REWARD,好的知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80959.xml
80962,10000,1009,HACTION_SELECT_QUEST_REWARD,交出收集的数据。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80962.xml
80975,10000,1009,HACTION_SELECT_QUEST_REWARD,收集到10个。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80975.xml
80976,10000,1009,HACTION_SELECT_QUEST_REWARD,收集到20个。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80976.xml
80977,10000,1009,HACTION_SELECT_QUEST_REWARD,收集到35个。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80977.xml
80979,10000,1009,HACTION_SELECT_QUEST_REWARD,回答说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80979.xml
80980,10000,1009,HACTION_SELECT_QUEST_REWARD,回答说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80980.xml
80981,10000,1009,HACTION_SELECT_QUEST_REWARD,回答说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80981.xml
80982,10000,1009,HACTION_SELECT_QUEST_REWARD,回答说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80982.xml
80983,10000,1009,HACTION_SELECT_QUEST_REWARD,回答说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80983.xml
80984,10000,1009,HACTION_SELECT_QUEST_REWARD,回答说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80984.xml
80985,10000,1009,HACTION_SELECT_QUEST_REWARD,回答说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80985.xml
80986,10000,1009,HACTION_SELECT_QUEST_REWARD,回答说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80986.xml
80987,10000,1009,HACTION_SELECT_QUEST_REWARD,回答说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80987.xml
80988,10000,1009,HACTION_SELECT_QUEST_REWARD,回答说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80988.xml
80993,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80993.xml
80996,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80996.xml
