quest_id	handler_path	expected_from	expected_to	xml_var0	recovery_vars	handover_writes	verdict
38000	src/main/java/com/aionemu/gameserver/quest/handlers/alabaster_order/_38000CallOfTheAlabasterOrder.java	0	0	1		1	SELF_REWARD_NO_STEP
38001	src/main/java/com/aionemu/gameserver/quest/handlers/radiant_ops/_38001RadiantOpsRecruitment.java	0	0	1		1	SELF_REWARD_NO_STEP
38002	src/main/java/com/aionemu/gameserver/quest/handlers/fortuneers/_38002FortuneersCallToArms.java	0	0	1		1	SELF_REWARD_NO_STEP
39600	src/main/java/com/aionemu/gameserver/quest/handlers/silverine_ltd/_39600Silvers_Cross_Your_Palm.java	0	0	0			SELF_REWARD_NO_STEP
39700	src/main/java/com/aionemu/gameserver/quest/handlers/merry_and_green/_39700Introducing_The_Merry_And_Green.java	0	0	0			SELF_REWARD_NO_STEP
48000	src/main/java/com/aionemu/gameserver/quest/handlers/field_wardens/_48000SummonsFromTheWardens.java	0	0	1		1	SELF_REWARD_NO_STEP
48001	src/main/java/com/aionemu/gameserver/quest/handlers/blood_crusade/_48001CallOfTheCrusade.java	0	0	1		1	SELF_REWARD_NO_STEP
48002	src/main/java/com/aionemu/gameserver/quest/handlers/charlirunerks_daemons/_48002CharlirunerksDaemonsWantYou.java	0	0	1		1	SELF_REWARD_NO_STEP
49600	src/main/java/com/aionemu/gameserver/quest/handlers/silverine_ltd/_49600Silverine_Silver_Lining.java	0	0	0			SELF_REWARD_NO_STEP
49700	src/main/java/com/aionemu/gameserver/quest/handlers/merry_and_green/_49700Meet_The_Merry_And_Green.java	0	0	0			SELF_REWARD_NO_STEP
50009	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/_50009Tis_The_Season.java	0	0	0			SELF_REWARD_NO_STEP
50073	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/IDEvent_S3/_50073.java	1	2	1		1,1,1,1,1	MISSING_RECOVERY_EDGE
50074	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/IDEvent_S3/_50074.java	1	2	1		1,1,1,1,1	MISSING_RECOVERY_EDGE
50076	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/shugo_ranger/_50076.java	10	11	1		1	MISMATCH_PROJECTION
50077	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/shugo_ranger/_50077.java	30	31	1		1	MISMATCH_PROJECTION
50078	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/shugo_ranger/_50078.java	30	31	1		1	MISMATCH_PROJECTION
50110	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/IDEvent_Def/_50110.java	5	6	0		1	MISMATCH_PROJECTION
50111	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/IDEvent_Def/_50111.java	5	6	0		1	MISMATCH_PROJECTION
50128	src/main/java/com/aionemu/gameserver/quest/handlers/tiamaranta_eye/_50128.java	0	1	1		1,1	MISMATCH_PROJECTION
51009	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/_51009The_Gift_Of_Charity.java	0	0	0			SELF_REWARD_NO_STEP
51110	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/IDEvent_Def/_51110.java	5	6	0		5	MISMATCH_PROJECTION
51111	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/IDEvent_Def/_51111.java	5	6	0		5	MISMATCH_PROJECTION
51128	src/main/java/com/aionemu/gameserver/quest/handlers/tiamaranta_eye/_51128.java	0	1	1		1,1	MISMATCH_PROJECTION
80275	src/main/java/com/aionemu/gameserver/quest/handlers/shugo_imperial_tomb/_80275Empires_Past.java	0	0	0			SELF_REWARD_NO_STEP
80276	src/main/java/com/aionemu/gameserver/quest/handlers/shugo_imperial_tomb/_80276Important_Letter.java	0	0	NO_XML			NO_XML
80277	src/main/java/com/aionemu/gameserver/quest/handlers/shugo_imperial_tomb/_80277The_Same_Thing_We_Do.java	0	0	NO_XML			NO_XML
80330	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/_80330Transform_With_The_Magic_Cane.java	0	0	0			SELF_REWARD_NO_STEP
80331	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/_80331Transform_With_The_Magic_Cane.java	0	0	0			SELF_REWARD_NO_STEP
80333	src/main/java/com/aionemu/gameserver/quest/handlers/nightmare_circus/_80333Request_From_Pucas.java	0	0	0			SELF_REWARD_NO_STEP
80341	src/main/java/com/aionemu/gameserver/quest/handlers/nightmare_circus/_80341A_Hallowed_Eve.java	0	0	0			SELF_REWARD_NO_STEP
80487	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80487A_Higher_Calling_1st_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80488	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80488A_Higher_Calling_2nd_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80489	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80489A_Higher_Calling_3rd_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80490	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80490A_Higher_Calling_4th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80491	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80491A_Higher_Calling_5th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80492	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80492A_Higher_Calling_6th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80493	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80493A_Higher_Calling_7th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80494	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80494A_Higher_Calling_8th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80495	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80495A_Higher_Calling_9th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80496	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80496A_Higher_Calling_10th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80497	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80497A_Higher_Calling_11th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80498	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80498A_Higher_Calling_12th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80499	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80499A_Higher_Calling_13th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80500	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80500A_Higher_Calling_14th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80501	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80501A_Higher_Calling_15th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80502	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80502A_Higher_Calling_16th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80503	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80503A_Higher_Calling_17th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80504	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80504A_Higher_Calling_18th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80505	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80505A_Higher_Calling_19th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80506	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80506A_Higher_Calling_20th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80507	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80507A_Higher_Calling_21th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80508	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80508A_Higher_Calling_22th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80509	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80509A_Higher_Calling_23th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80510	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80510A_Higher_Calling_24th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80511	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80511A_Higher_Calling_25th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80512	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/a_higher_calling/_80512A_Higher_Calling_26th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80513	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80513Be_A_Better_Daeva_1st_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80514	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80514Be_A_Better_Daeva_2nd_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80515	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80515Be_A_Better_Daeva_3rd_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80516	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80516Be_A_Better_Daeva_4th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80517	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80517Be_A_Better_Daeva_5th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80518	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80518Be_A_Better_Daeva_6th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80519	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80519Be_A_Better_Daeva_7th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80520	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80520Be_A_Better_Daeva_8th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80521	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80521Be_A_Better_Daeva_9th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80522	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80522Be_A_Better_Daeva_10th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80523	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80523Be_A_Better_Daeva_11th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80524	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80524Be_A_Better_Daeva_12th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80525	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80525Be_A_Better_Daeva_13th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80526	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80526Be_A_Better_Daeva_14th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80527	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80527Be_A_Better_Daeva_15th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80528	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80528Be_A_Better_Daeva_16th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80529	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80529Be_A_Better_Daeva_17th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80530	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80530Be_A_Better_Daeva_18th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80531	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80531Be_A_Better_Daeva_19th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80532	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80532Be_A_Better_Daeva_20th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80533	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80533Be_A_Better_Daeva_21th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80534	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80534Be_A_Better_Daeva_22th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80535	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80535Be_A_Better_Daeva_23th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80536	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80536Be_A_Better_Daeva_24th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80537	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80537Be_A_Better_Daeva_25th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80538	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/be_a_better_daeva/_80538Be_A_Better_Daeva_26th_Edition.java	0	0	1		1	SELF_REWARD_NO_STEP
80545	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/_80545A_Gracious_Thought.java	0	0	0			SELF_REWARD_NO_STEP
80547	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/_80547Spread_The_Joy.java	0	0	0			SELF_REWARD_NO_STEP
80548	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/_80548Flower_Power.java	0	0	0			SELF_REWARD_NO_STEP
80549	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/_80549A_Gracious_Hand.java	0	0	0			SELF_REWARD_NO_STEP
80551	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/_80551Bundle_The_Joy.java	0	0	0			SELF_REWARD_NO_STEP
80552	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/_80552A_Little_Surprise.java	0	0	0			SELF_REWARD_NO_STEP
80588	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/_80588Enter_With_Luck.java	0	0	0			SELF_REWARD_NO_STEP
80593	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/_80593Into_The_Reliquary.java	0	0	0			SELF_REWARD_NO_STEP
80615	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/_80615Coming_Up_Heart.java	0	0	1		1	SELF_REWARD_NO_STEP
80616	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/_80616Lucky_Break.java	0	0	1		1	SELF_REWARD_NO_STEP
80731	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/black_star_event/_80731Black_Star_Zetaring_Member.java	3	4	5			MISMATCH_PROJECTION
80732	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/black_star_event/_80732Black_Star_Zetaring_Member.java	3	4	5			MISMATCH_PROJECTION
80733	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/black_star_event/_80733Black_Star_Megaring_Member.java	7	8	6			MISMATCH_PROJECTION
80734	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/black_star_event/_80734Black_Star_Megaring_Member.java	7	8	6			MISMATCH_PROJECTION
80927	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/enemy_land/_80927Protect_The_Illumined_Pergolas_2.java	27	28	27			MISSING_RECOVERY_EDGE
80928	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/enemy_land/_80928Protect_The_Ellosim_Garden_2.java	27	28	27			MISSING_RECOVERY_EDGE
80929	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/enemy_land/_80929Protect_The_Ellosim_Garden_3.java	27	28	27			MISSING_RECOVERY_EDGE
80930	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/enemy_land/_80930Protect_The_Morninglight_Plains_2.java	27	28	27			MISSING_RECOVERY_EDGE
80931	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/enemy_land/_80931Protect_The_Tranquil_Fens_2.java	27	28	27			MISSING_RECOVERY_EDGE
80932	src/main/java/com/aionemu/gameserver/quest/handlers/event_quests/enemy_land/_80932Protect_The_Tranquil_Fens_3.java	27	28	27			MISSING_RECOVERY_EDGE
