========================================
= 套装ID数据，由灰色枫叶GM工具自动生成 =
========================================
套装ID:1 名字:长袍防具套装(测试)      STR值：STR_TEST_SET_01
套装ID:582 名字:马勒库坦守护者之金属套装      STR值：STR_PL_TORSO_D_V_M2_A
套装ID:583 名字:进化的马勒库坦守护者之金属套装      STR值：STR_PL_TORSO_D_V_M3_A
套装ID:584 名字:凯西内尔守护者之闪光皮革套装      STR值：STR_LT_TORSO_V_M2_A
套装ID:585 名字:进化的凯西内尔守护者之闪光皮革套装      STR值：STR_LT_TORSO_V_M3_A
套装ID:586 名字:马勒库坦守护者之闪光皮革套装      STR值：STR_LT_TORSO_D_V_M2_A
套装ID:587 名字:进化的马勒库坦守护者之闪光皮革套装      STR值：STR_LT_TORSO_D_V_M3_A
套装ID:588 名字:凯西内尔守护者之魔力皮革套装      STR值：STR_LT_TORSO_V_M2_B
套装ID:589 名字:进化的凯西内尔守护者之魔力皮革套装      STR值：STR_LT_TORSO_V_M3_B
套装ID:590 名字:马勒库坦守护者之魔力皮革套装      STR值：STR_LT_TORSO_D_V_M2_B
套装ID:591 名字:进化的马勒库坦守护者之魔力皮革套装      STR值：STR_LT_TORSO_D_V_M3_B
套装ID:592 名字:凯西内尔守护者之光辉锁链套装      STR值：STR_CH_TORSO_V_M2_A
套装ID:593 名字:进化的凯西内尔守护者之光辉锁链套装      STR值：STR_CH_TORSO_V_M3_A
套装ID:594 名字:马勒库坦守护者之光辉锁链套装      STR值：STR_CH_TORSO_D_V_M2_A
套装ID:595 名字:进化的马勒库坦守护者之光辉锁链套装      STR值：STR_CH_TORSO_D_V_M3_A
套装ID:596 名字:凯西内尔守护者之神圣锁链套装      STR值：STR_CH_TORSO_V_M2_B
套装ID:597 名字:进化的凯西内尔守护者之神圣锁链套装      STR值：STR_CH_TORSO_V_M3_B
套装ID:598 名字:马勒库坦守护者之神圣锁链套装      STR值：STR_CH_TORSO_D_V_M2_B
套装ID:599 名字:进化的马勒库坦守护者之神圣锁链套装      STR值：STR_CH_TORSO_D_V_M3_B
套装ID:600 名字:凯西内尔守护者之长袍套装      STR值：STR_RB_TORSO_V_M2_A
套装ID:601 名字:进化的凯西内尔守护者之长袍套装      STR值：STR_RB_TORSO_V_M3_A
套装ID:602 名字:马勒库坦守护者之长袍套装      STR值：STR_RB_TORSO_D_V_M2_A
套装ID:603 名字:进化的马勒库坦守护者之长袍套装      STR值：STR_RB_TORSO_D_V_M3_A
套装ID:604 名字:凯西内尔守护者之魔力锁链套装      STR值：STR_CH_TORSO_V_M2_C
套装ID:605 名字:进化的凯西内尔守护者之魔力锁链套装      STR值：STR_CH_TORSO_V_M3_C
套装ID:606 名字:马勒库坦守护者之魔力锁链套装      STR值：STR_CH_TORSO_D_V_M2_C
套装ID:607 名字:进化的马勒库坦守护者之魔力锁链套装      STR值：STR_CH_TORSO_D_V_M3_C
套装ID:608 名字:超脱阿努哈尔特剑星套装      STR值：STR_PL_IDLF1_FIGHTER_MASTER
套装ID:609 名字:超脱阿努哈尔特守护星套装      STR值：STR_PL_IDLF1_KNIGHT_MASTER
套装ID:610 名字:超脱阿努哈尔特杀星套装      STR值：STR_LT_IDLF1_ASSASSIN_MASTER
套装ID:611 名字:超脱阿努哈尔特弓星套装      STR值：STR_LT_IDLF1_RANGER_MASTER
套装ID:612 名字:超脱阿努哈尔特治愈星套装      STR值：STR_CH_IDLF1_PRIEST_MASTER
套装ID:613 名字:超脱阿努哈尔特护法星套装      STR值：STR_CH_IDLF1_CHANTER_MASTER
套装ID:614 名字:超脱阿努哈尔特魔道星套装      STR值：STR_RB_IDLF1_WIZARD_MASTER
套装ID:615 名字:超脱阿努哈尔特精灵星套装      STR值：STR_RB_IDLF1_ELEMENTALIST_MASTER
套装ID:616 名字:超脱古代精灵之红宝石套装      STR值：STR_ACC_IDLF2A_MASTER_50A
套装ID:617 名字:超脱古代精灵之蓝宝石套装      STR值：STR_ACC_IDLF2A_MASTER_50B
套装ID:618 名字:超脱堕落灵魂之红宝石套装      STR值：STR_ACC_IDADMA_MASTER_50A
套装ID:619 名字:超脱堕落灵魂之蓝宝石套装      STR值：STR_ACC_IDADMA_MASTER_50B
套装ID:620 名字:精锐守卫总司令官之金属套装      STR值：STR_PL_A_KNIGHT_M2_02
套装ID:621 名字:精锐守卫总执行官之金属套装      STR值：STR_PL_A_FIGHTER_M2_02
套装ID:622 名字:精锐守卫总司令官之皮革套装      STR值：STR_LT_A_ASSASSIN_M2_02
套装ID:623 名字:精锐守卫总执行官之皮革套装      STR值：STR_LT_A_GUNNER_M2_02
套装ID:624 名字:精锐守卫总司令官之锁链套装      STR值：STR_CH_A_PRIEST_M2_02
套装ID:625 名字:精锐守卫总执行官之锁链套装      STR值：STR_CH_A_CHANTER_M2_02
套装ID:626 名字:精锐守卫总司令官之长袍套装      STR值：STR_RB_A_WIZARD_M2_02
套装ID:627 名字:精锐守卫总执行官之长袍套装      STR值：STR_RB_A_BARD_M2_02
套装ID:628 名字:精锐执政官总司令官之金属套装      STR值：STR_PL_D_A_KNIGHT_M2_02
套装ID:629 名字:精锐执政官总执行官之金属套装      STR值：STR_PL_D_A_FIGHTER_M2_02
套装ID:630 名字:精锐执政官总司令官之皮革套装      STR值：STR_LT_D_A_ASSASSIN_M2_02
套装ID:631 名字:精锐执政官总执行官之皮革套装      STR值：STR_LT_D_A_GUNNER_M2_02
套装ID:632 名字:精锐执政官总司令官之锁链套装      STR值：STR_CH_D_A_PRIEST_M2_02
套装ID:633 名字:精锐执政官总执行官之锁链套装      STR值：STR_CH_D_A_CHANTER_M2_02
套装ID:634 名字:精锐执政官总司令官之长袍套装      STR值：STR_RB_D_A_WIZARD_M2_02
套装ID:635 名字:精锐执政官总执行官之长袍套装      STR值：STR_RB_D_A_BARD_M2_02
套装ID:636 名字:高尚圣灵守护者长袍套装      STR值：STR_WORLD_DAEVA_RB_SET_E_65
套装ID:637 名字:高尚圣灵守护者皮革套装      STR值：STR_WORLD_DAEVA_LT_SET_E_65
套装ID:638 名字:高尚圣灵守护者锁链套装      STR值：STR_WORLD_DAEVA_CH_SET_E_65
套装ID:639 名字:高尚圣灵守护者金属套装      STR值：STR_WORLD_DAEVA_PL_SET_E_65
套装ID:640 名字:第36军团之勇气套装      STR值：STR_AC_IDABRE_UP3_MELEE
套装ID:641 名字:第36军团之智慧套装      STR值：STR_AC_IDABRE_UP3_CASTER
套装ID:642 名字:长袍防具套装(测试)      STR值：STR_TEST_SET_01
套装ID:643 名字:特化米拉詹特之长袍套装      STR值：STR_RB_SP_DEVANION_SET_U2_50
套装ID:644 名字:特化米拉詹特之皮革套装      STR值：STR_LT_SP_DEVANION_SET_U2_50
套装ID:645 名字:特化米拉詹特之锁链套装      STR值：STR_CH_SP_DEVANION_SET_U2_50
套装ID:646 名字:特化米拉詹特之金属套装      STR值：STR_PL_SP_DEVANION_SET_U2_50
套装ID:647 名字:特化潘利尔之长袍套装      STR值：STR_RB_D_SP_DEVANION_SET_U2_50
套装ID:648 名字:特化潘利尔之皮革套装      STR值：STR_LT_D_SP_DEVANION_SET_U2_50
套装ID:649 名字:特化潘利尔之锁链套装      STR值：STR_CH_D_SP_DEVANION_SET_U2_50
套装ID:650 名字:特化潘利尔之金属套装      STR值：STR_PL_D_SP_DEVANION_SET_U2_50
套装ID:651 名字:精锐远征队守护者长袍套装      STR值：STR_RB_JUMPING_E1_55A
套装ID:652 名字:精锐远征队守护者皮革套装      STR值：STR_LT_JUMPING_E1_55A
套装ID:653 名字:精锐远征队守护者魔力皮革套装      STR值：STR_LT_JUMPING_E1_55B
套装ID:654 名字:精锐远征队守护者锁链套装      STR值：STR_CH_JUMPING_E1_55A
套装ID:655 名字:精锐远征队守护者魔力锁链套装      STR值：STR_CH_JUMPING_E1_55B
套装ID:656 名字:精锐远征队守护者金属套装      STR值：STR_PL_JUMPING_E1_55A
套装ID:657 名字:远征队守护者金属套装      STR值：STR_PL_JUMPING_U1_45A
套装ID:658 名字:远征队守护者皮革套装      STR值：STR_LT_JUMPING_U1_45A
套装ID:659 名字:远征队守护者锁链套装      STR值：STR_CH_JUMPING_U1_45A
套装ID:660 名字:远征队守护者长袍套装      STR值：STR_RB_JUMPING_U1_45A
套装ID:661 名字:埃皮斯泰长袍沉默套装      STR值：STR_RB_HC_MGI_SET_M3_01
套装ID:662 名字:埃皮斯泰长袍麻痹套装      STR值：STR_RB_HC_MGI_SET_M3_02
套装ID:663 名字:埃皮斯泰皮革沉默套装      STR值：STR_LT_HC_PHY_SET_M3_01
套装ID:664 名字:埃皮斯泰皮革麻痹套装      STR值：STR_LT_HC_PHY_SET_M3_02
套装ID:665 名字:埃皮斯泰皮革沉默套装      STR值：STR_LT_HC_MGI_SET_M3_01
套装ID:666 名字:埃皮斯泰皮革麻痹套装      STR值：STR_LT_HC_MGI_SET_M3_02
套装ID:667 名字:埃皮斯泰锁链沉默套装      STR值：STR_CH_HC_MGI_SET_M3_01
套装ID:668 名字:埃皮斯泰锁链麻痹套装      STR值：STR_CH_HC_MGI_SET_M3_02
套装ID:669 名字:埃皮斯泰锁链沉默套装      STR值：STR_CH_HC_PHY_SET_M3_01
套装ID:670 名字:埃皮斯泰锁链麻痹套装      STR值：STR_CH_HC_PHY_SET_M3_02
套装ID:671 名字:埃皮斯泰金属沉默套装      STR值：STR_PL_HC_PHY_SET_M3_01
套装ID:672 名字:埃皮斯泰金属麻痹套装      STR值：STR_PL_HC_PHY_SET_M3_02
套装ID:673 名字:埃皮斯泰战斗沉默套装      STR值：STR_AC_HC_PHY_SET_M3_01
套装ID:674 名字:埃皮斯泰战斗麻痹套装      STR值：STR_AC_HC_PHY_SET_M3_02
套装ID:675 名字:埃皮斯泰魔法沉默套装      STR值：STR_AC_HC_MGI_SET_M3_01
套装ID:676 名字:埃皮斯泰魔法麻痹套装      STR值：STR_AC_HC_MGI_SET_M3_02
套装ID:677 名字:增强型米拉詹特之长袍套装      STR值：STR_RB_SP_DEVANION_SET_U_55
套装ID:678 名字:增强型米拉詹特之皮革套装      STR值：STR_LT_SP_DEVANION_SET_U_55
套装ID:679 名字:增强型米拉詹特之锁链套装      STR值：STR_CH_SP_DEVANION_SET_U_55
套装ID:680 名字:增强型米拉詹特之金属套装      STR值：STR_PL_SP_DEVANION_SET_U_55
套装ID:681 名字:增强型潘利尔之长袍套装      STR值：STR_RB_D_SP_DEVANION_SET_U_55
套装ID:682 名字:增强型潘利尔之皮革套装      STR值：STR_LT_D_SP_DEVANION_SET_U_55
套装ID:683 名字:增强型潘利尔之锁链套装      STR值：STR_CH_D_SP_DEVANION_SET_U_55
套装ID:684 名字:增强型潘利尔之金属套装      STR值：STR_PL_D_SP_DEVANION_SET_U_55
套装ID:685 名字:幻影精锐守卫千夫长之长袍套装      STR值：STR_EVENT_RB_A_U_50
套装ID:686 名字:幻影精锐守卫千夫长之皮革套装      STR值：STR_EVENT_LT_A_U_50
套装ID:687 名字:幻影精锐守卫千夫长之锁链套装      STR值：STR_EVENT_CH_A_U_50
套装ID:688 名字:幻影精锐守卫千夫长之金属套装      STR值：STR_EVENT_PL_A_U_50
套装ID:689 名字:幻影精锐执政官千夫长之长袍套装      STR值：STR_EVENT_RB_D_A_U_50
套装ID:690 名字:幻影精锐执政官千夫长之皮革套装      STR值：STR_EVENT_LT_D_A_U_50
套装ID:691 名字:幻影精锐执政官千夫长之锁链套装      STR值：STR_EVENT_CH_D_A_U_50
套装ID:692 名字:幻影精锐执政官千夫长之金属套装      STR值：STR_EVENT_PL_D_A_U_50
套装ID:693 名字:激忿帕德玛夏之守护星套装      STR值：STR_PL_IDDRAMATA_KNIGHT_E_55A
套装ID:694 名字:激忿帕德玛夏之剑星套装      STR值：STR_PL_IDDRAMATA_FIGHTER_E_55A
套装ID:695 名字:残暴帕德玛夏之杀星套装      STR值：STR_LT_IDDRAMATA_ASSASSIN_E_55B
套装ID:696 名字:激忿帕德玛夏之治愈星套装      STR值：STR_CH_IDDRAMATA_PRIEST_E_55A
套装ID:697 名字:残暴帕德玛夏之护法星套装      STR值：STR_CH_IDDRAMATA_CHANTER_E_55B
套装ID:698 名字:激忿帕德玛夏之杀星套装      STR值：STR_LT_IDDRAMATA_ASSASSIN_E_55A
套装ID:699 名字:激忿帕德玛夏之魔道星套装      STR值：STR_RB_IDDRAMATA_WIZARD_E_55A
套装ID:700 名字:残暴帕德玛夏之精灵星套装      STR值：STR_RB_IDDRAMATA_ELEMENTALIST_E_55B
套装ID:701 名字:激忿帕德玛夏之精灵星套装      STR值：STR_RB_IDDRAMATA_ELEMENTALIST_E_55A
套装ID:702 名字:残暴帕德玛夏之魔道星套装      STR值：STR_RB_IDDRAMATA_WIZARD_E_55B
套装ID:703 名字:残暴帕德玛夏之守护星套装      STR值：STR_PL_IDDRAMATA_KNIGHT_E_55B
套装ID:704 名字:残暴帕德玛夏之剑星套装      STR值：STR_PL_IDDRAMATA_FIGHTER_E_55B
套装ID:705 名字:激忿帕德玛夏之护法星套装      STR值：STR_CH_IDDRAMATA_CHANTER_E_55A
套装ID:706 名字:残暴帕德玛夏之治愈星套装      STR值：STR_CH_IDDRAMATA_PRIEST_E_55B
套装ID:707 名字:激忿帕德玛夏之弓星套装      STR值：STR_LT_IDDRAMATA_RANGER_E_55A
套装ID:708 名字:残暴帕德玛夏之弓星套装      STR值：STR_LT_IDDRAMATA_RANGER_E_55B
套装ID:709 名字:处刑者凯伊尔斯之长袍套装      STR值：STR_WORLD_S8_RB_SET_80
套装ID:710 名字:处刑者凯伊尔斯之皮革套装      STR值：STR_WORLD_S8_LT_SET_80
套装ID:711 名字:处刑者凯伊尔斯之锁链套装      STR值：STR_WORLD_S8_CH_SET_80
套装ID:712 名字:处刑者凯伊尔斯之金属套装      STR值：STR_WORLD_S8_PL_SET_80
