quest,file,field,delta,source,target,priority,declared_max,pre_bound,exact_matched,verdict,conditions
25702,25702.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25703,25703.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25704,25704.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25705,25705.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25706,25706.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25707,25707.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25708,25708.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25709,25709.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
2620,2620.xml,var1,1,s1,s1,,5,4,False,OK,variable-below:var1=5
2620,2620.xml,var2,1,s1,s1,,5,4,False,OK,variable-below:var2=5
26801,26801.xml,var1,1,started,started,1,30,28,False,OK,"variable-is:var0=0,variable-below:var1=29"
26801,26801.xml,var1,1,started,reward,0,30,,False,UNBOUNDED,"variable-is:var0=0,variable-at-least:var1=29"
26802,26802.xml,var1,1,started,started,2,30,29,False,OK,"variable-is:var0=0,variable-below:var1=30"
26802,26802.xml,var2,1,started,started,2,2,1,False,OK,"variable-is:var0=0,variable-below:var2=2"
26803,26803.xml,var1,1,started,started,1,30,28,False,OK,"variable-is:var0=0,variable-below:var1=29"
26805,26805.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
26806,26806.xml,var1,1,started,started,2,30,28,True,OK,variable-below:var1=29
26806,26806.xml,var1,1,started,started,1,30,29,True,OK,"variable-is:var1=29,variable-below:var2=2"
26806,26806.xml,var1,1,started,reward,0,30,29,True,OK,"variable-is:var1=29,variable-at-least:var2=2"
26806,26806.xml,var2,1,started,started,2,2,0,True,OK,variable-below:var2=1
26806,26806.xml,var2,1,started,started,1,2,1,True,OK,"variable-is:var2=1,variable-below:var1=30"
26806,26806.xml,var2,1,started,reward,0,2,1,True,OK,"variable-at-least:var1=30,variable-is:var2=1"
26807,26807.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
26821,26821.xml,var1,1,s2,s3,0,34,,False,UNBOUNDED,"variable-is:var0=2,variable-at-least:var1=33"
26821,26821.xml,var1,1,s2,s2,1,34,33,False,OK,"variable-is:var0=2,variable-below:var1=34"
26821,26821.xml,var1,1,s2,s3,0,34,,False,UNBOUNDED,"variable-is:var0=2,variable-at-least:var1=33"
26821,26821.xml,var1,1,s2,s2,1,34,33,False,OK,"variable-is:var0=2,variable-below:var1=34"
26821,26821.xml,var1,1,s2,s3,0,34,,False,UNBOUNDED,"variable-is:var0=2,variable-at-least:var1=33"
26821,26821.xml,var1,1,s2,s2,1,34,33,False,OK,"variable-is:var0=2,variable-below:var1=34"
26821,26821.xml,var1,1,s2,s3,0,34,,False,UNBOUNDED,"variable-is:var0=2,variable-at-least:var1=33"
26821,26821.xml,var1,1,s2,s2,1,34,33,False,OK,"variable-is:var0=2,variable-below:var1=34"
26821,26821.xml,var1,1,s2,s3,0,34,,False,UNBOUNDED,"variable-is:var0=2,variable-at-least:var1=33"
26821,26821.xml,var1,1,s2,s2,1,34,33,False,OK,"variable-is:var0=2,variable-below:var1=34"
26821,26821.xml,var1,1,s2,s3,0,34,,False,UNBOUNDED,"variable-is:var0=2,variable-at-least:var1=33"
26821,26821.xml,var1,1,s2,s2,1,34,33,False,OK,"variable-is:var0=2,variable-below:var1=34"
26821,26821.xml,var1,1,s2,s3,0,34,,False,UNBOUNDED,"variable-is:var0=2,variable-at-least:var1=33"
26821,26821.xml,var1,1,s2,s2,1,34,33,False,OK,"variable-is:var0=2,variable-below:var1=34"
26821,26821.xml,var1,1,s2,s3,0,34,,False,UNBOUNDED,"variable-is:var0=2,variable-at-least:var1=33"
26821,26821.xml,var1,1,s2,s2,1,34,33,False,OK,"variable-is:var0=2,variable-below:var1=34"
26821,26821.xml,var1,1,s2,s3,0,34,,False,UNBOUNDED,"variable-is:var0=2,variable-at-least:var1=33"
26821,26821.xml,var1,1,s2,s2,1,34,33,False,OK,"variable-is:var0=2,variable-below:var1=34"
26821,26821.xml,var1,1,s2,s3,0,34,,False,UNBOUNDED,"variable-is:var0=2,variable-at-least:var1=33"
26821,26821.xml,var1,1,s2,s2,1,34,33,False,OK,"variable-is:var0=2,variable-below:var1=34"
26821,26821.xml,var1,1,s2,s3,0,34,,False,UNBOUNDED,"variable-is:var0=2,variable-at-least:var1=33"
26821,26821.xml,var1,1,s2,s2,1,34,33,False,OK,"variable-is:var0=2,variable-below:var1=34"
26821,26821.xml,var1,1,s2,s3,0,34,,False,UNBOUNDED,"variable-is:var0=2,variable-at-least:var1=33"
26821,26821.xml,var1,1,s2,s2,1,34,33,False,OK,"variable-is:var0=2,variable-below:var1=34"
26821,26821.xml,var1,1,s2,s3,0,34,,False,UNBOUNDED,"variable-is:var0=2,variable-at-least:var1=33"
26821,26821.xml,var1,1,s2,s2,1,34,33,False,OK,"variable-is:var0=2,variable-below:var1=34"
26823,26823.xml,var1,1,started,started,1,5,3,False,OK,"variable-is:var0=0,variable-below:var1=4"
26828,26828.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
26829,26829.xml,var1,1,started,started,1,10,8,False,OK,"variable-is:var0=0,variable-below:var1=9"
26988,26988.xml,var1,1,started,started,1,5,3,False,OK,"variable-is:var0=0,variable-below:var1=4"
26988,26988.xml,var1,1,started,k1,0,5,,False,UNBOUNDED,"variable-is:var0=0,variable-at-least:var1=4"
27160,27160.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
27161,27161.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
27510,27510.xml,var1,1,s3,s3,2,10,8,False,OK,variable-below:var1=9
27511,27511.xml,var1,1,started,s1,0,5,,False,UNBOUNDED,"variable-is:var0=0,variable-at-least:var1=4"
27511,27511.xml,var1,1,started,started,1,5,4,False,OK,"variable-is:var0=0,variable-below:var1=5"
27511,27511.xml,var1,1,s4,s5,0,5,,False,UNBOUNDED,"variable-is:var0=4,variable-at-least:var1=4"
27511,27511.xml,var1,1,s4,s4,1,5,4,False,OK,"variable-is:var0=4,variable-below:var1=5"
27511,27511.xml,var1,1,s8,s9,0,5,,False,UNBOUNDED,"variable-is:var0=8,variable-at-least:var1=4"
27511,27511.xml,var1,1,s8,s8,1,5,4,False,OK,"variable-is:var0=8,variable-below:var1=5"
27541,27541.xml,var0,1,started,started,3,63,0,False,OK,"variable-below:var0=1,variable-below:var1=1,variable-below:var2=1"
27541,27541.xml,var0,1,started,started,2,63,0,False,OK,"variable-below:var0=1,variable-at-least:var1=1,variable-below:var2=1"
27541,27541.xml,var0,1,started,started,1,63,0,False,OK,"variable-below:var0=1,variable-below:var1=1,variable-at-least:var2=1"
27541,27541.xml,var0,1,started,ready,0,63,0,False,OK,"variable-below:var0=1,variable-at-least:var1=1,variable-at-least:var2=1"
27541,27541.xml,var1,1,started,started,3,63,0,False,OK,"variable-below:var1=1,variable-below:var0=1,variable-below:var2=1"
27541,27541.xml,var1,1,started,started,2,63,0,False,OK,"variable-below:var1=1,variable-at-least:var0=1,variable-below:var2=1"
27541,27541.xml,var1,1,started,started,1,63,0,False,OK,"variable-below:var1=1,variable-below:var0=1,variable-at-least:var2=1"
27541,27541.xml,var1,1,started,ready,0,63,0,False,OK,"variable-below:var1=1,variable-at-least:var0=1,variable-at-least:var2=1"
27541,27541.xml,var2,1,started,started,3,63,0,False,OK,"variable-below:var2=1,variable-below:var0=1,variable-below:var1=1"
27541,27541.xml,var2,1,started,started,2,63,0,False,OK,"variable-below:var2=1,variable-at-least:var0=1,variable-below:var1=1"
27541,27541.xml,var2,1,started,started,1,63,0,False,OK,"variable-below:var2=1,variable-below:var0=1,variable-at-least:var1=1"
27541,27541.xml,var2,1,started,ready,0,63,0,False,OK,"variable-below:var2=1,variable-at-least:var0=1,variable-at-least:var1=1"
27551,27551.xml,var1,1,s2,s3,0,60,,False,UNBOUNDED,"variable-is:var0=2,variable-at-least:var1=59"
27551,27551.xml,var1,1,s2,s2,1,60,58,False,OK,"variable-is:var0=2,variable-below:var1=59"
27551,27551.xml,var2,1,s2,s2,,10,9,False,OK,"variable-is:var0=2,variable-below:var2=10"
28314,28314.xml,var1,1,started,started,1,7,5,False,OK,variable-below:var1=6
2842,2842.xml,var0,1,hunting,hunting,1,39,37,False,OK,"world-is:None=None,variable-below:var0=38"
2842,2842.xml,var0,1,hunting,reward,0,39,,False,UNBOUNDED,"world-is:None=None,variable-at-least:var0=38"
2843,2843.xml,var0,1,started,started,1,80,79,False,OK,variable-below:var0=80
2843,2843.xml,var1,1,m1,m1,1,1,0,False,OK,variable-below:var1=1
2844,2844.xml,var0,1,started,started,1,80,79,False,OK,variable-below:var0=80
2844,2844.xml,var1,1,m1,m1,1,1,0,False,OK,variable-below:var1=1
2845,2845.xml,var0,1,started,started,1,80,79,False,OK,variable-below:var0=80
2845,2845.xml,var1,1,m1,m1,1,1,0,False,OK,variable-below:var1=1
28504,28504.xml,var0,1,hunting,hunting,1,65,64,False,OK,variable-below:var0=65
28510,28510.xml,var0,1,started,started,,63,2,True,OK,variable-below:var0=3
28738,28738.xml,var1,1,started,started,1,9,8,True,OK,"world-is:None=None,variable-is:var0=0,variable-below:var1=9"
28741,28741.xml,var1,1,started,started,1,50,48,False,OK,"variable-is:var0=0,variable-below:var1=49"
28931,28931.xml,var1,1,s1,s1,1,2,0,False,OK,"variable-is:var0=1,variable-below:var1=1"
28951,28951.xml,var1,1,started,started,1,25,23,False,OK,variable-below:var1=24
28972,28972.xml,var1,1,started,started,1,6,4,False,OK,variable-below:var1=5
28973,28973.xml,var1,1,started,started,1,6,4,False,OK,variable-below:var1=5
28974,28974.xml,var1,1,started,started,1,6,4,False,OK,variable-below:var1=5
28994,28994.xml,var1,1,started,started,1,3,1,False,OK,variable-below:var1=2
29074,29074.xml,var1,1,started,started,,10,9,False,OK,variable-below:var1=10
29075,29075.xml,var0,1,started,started,,10,9,False,OK,variable-below:var0=10
29078,29078.xml,var1,1,started,started,,10,9,False,OK,variable-below:var1=10
2947,2947.xml,var4,1,s5,s5,,10,8,True,OK,variable-below:var4=9
29631,29631.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
29632,29632.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
29633,29633.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
29634,29634.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
29635,29635.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
29636,29636.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
29637,29637.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
29638,29638.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
29639,29639.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
29640,29640.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
29641,29641.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
29642,29642.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
29683,29683.xml,var0,1,started,started,,63,0,True,OK,variable-below:var0=1
29683,29683.xml,var0,1,started,started,,63,0,True,OK,variable-below:var0=1
29691,29691.xml,var1,1,started,started,1,3,1,False,OK,variable-below:var1=2
2990,2990.xml,crestlich,1,started2,started2-complete,0,30,29,False,OK,"variable-below:crestlich=30,variable-at-least:monitor=30,variable-at-least:vespine=30"
2990,2990.xml,monitor,1,started2,started2-complete,0,30,29,False,OK,"variable-at-least:crestlich=30,variable-below:monitor=30,variable-at-least:vespine=30"
2990,2990.xml,vespine,1,started2,started2-complete,0,30,29,False,OK,"variable-at-least:crestlich=30,variable-at-least:monitor=30,variable-below:vespine=30"
2990,2990.xml,crestlich,1,started2,started2,1,30,29,False,OK,variable-below:crestlich=30
2990,2990.xml,monitor,1,started2,started2,1,30,29,False,OK,variable-below:monitor=30
2990,2990.xml,vespine,1,started2,started2,1,30,29,False,OK,variable-below:vespine=30
30005,30005.xml,var0,1,started,started,1,63,23,True,OK,variable-below:var0=24
30005,30005.xml,var0,1,started,ready,0,63,24,True,OK,variable-is:var0=24
30244,30244.xml,var0,1,started,started,1,63,19,True,OK,variable-below:var0=20
30244,30244.xml,var1,1,started,started,1,63,9,True,OK,variable-below:var1=10
30244,30244.xml,var2,1,started,started,1,63,39,True,OK,variable-below:var2=40
3031,3031.xml,var1,1,started,started,1,15,14,False,OK,variable-below:var1=15
3031,3031.xml,var1,1,started,started,1,15,14,False,OK,variable-below:var1=15
3031,3031.xml,var1,1,started,reward,0,15,,False,UNBOUNDED,"variable-at-least:var1=14,variable-at-least:var2=12"
3031,3031.xml,var1,1,started,reward,0,15,,False,UNBOUNDED,"variable-at-least:var1=14,variable-at-least:var2=12"
3031,3031.xml,var2,1,started,started,1,12,11,False,OK,variable-below:var2=12
3031,3031.xml,var2,1,started,started,1,12,11,False,OK,variable-below:var2=12
3031,3031.xml,var2,1,started,reward,0,12,,False,UNBOUNDED,"variable-at-least:var2=11,variable-at-least:var1=15"
3031,3031.xml,var2,1,started,reward,0,12,,False,UNBOUNDED,"variable-at-least:var2=11,variable-at-least:var1=15"
30344,30344.xml,var0,1,started,started,1,63,19,True,OK,variable-below:var0=20
30344,30344.xml,var1,1,started,started,1,63,9,True,OK,variable-below:var1=10
30344,30344.xml,var2,1,started,started,1,63,39,True,OK,variable-below:var2=40
30512,30512.xml,var0,1,started,started,1,15,14,False,OK,variable-below:var0=15
30514,30514.xml,var0,1,started,started,1,63,0,False,OK,"variable-below:var0=1,variable-below:var1=1"
30514,30514.xml,var0,1,started,ready,0,63,0,False,OK,"variable-below:var0=1,variable-at-least:var1=1"
30514,30514.xml,var1,1,started,started,1,63,0,False,OK,"variable-below:var1=1,variable-below:var0=1"
30514,30514.xml,var1,1,started,ready,0,63,0,False,OK,"variable-below:var1=1,variable-at-least:var0=1"
30562,30562.xml,var0,1,started,started,1,15,14,False,OK,variable-below:var0=15
30564,30564.xml,var0,1,started,started,1,63,0,False,OK,"variable-below:var0=1,variable-below:var1=1"
30564,30564.xml,var0,1,started,ready,0,63,0,False,OK,"variable-below:var0=1,variable-at-least:var1=1"
30564,30564.xml,var1,1,started,started,1,63,0,False,OK,"variable-below:var1=1,variable-below:var0=1"
30564,30564.xml,var1,1,started,ready,0,63,0,False,OK,"variable-below:var1=1,variable-at-least:var0=1"
30600,30600.xml,var0,1,started,started,1,63,0,False,OK,variable-below:var0=1
30601,30601.xml,var0,1,started,started,1,63,4,False,OK,variable-below:var0=5
30603,30603.xml,var0,1,started,started,1,63,8,False,OK,variable-below:var0=9
30603,30603.xml,var1,1,started,started,1,63,8,False,OK,variable-below:var1=9
30603,30603.xml,var2,1,started,started,1,63,0,False,OK,variable-below:var2=1
30603,30603.xml,var3,1,started,started,1,63,0,False,OK,variable-below:var3=1
30610,30610.xml,var0,1,started,started,1,63,0,False,OK,variable-below:var0=1
30611,30611.xml,var0,1,started,started,1,63,4,False,OK,variable-below:var0=5
30613,30613.xml,var0,1,started,started,1,63,8,False,OK,variable-below:var0=9
30613,30613.xml,var1,1,started,started,1,63,8,False,OK,variable-below:var1=9
30613,30613.xml,var2,1,started,started,1,63,0,False,OK,variable-below:var2=1
30613,30613.xml,var3,1,started,started,1,63,0,False,OK,variable-below:var3=1
30701,30701.xml,var0,1,started,started,1,63,0,False,OK,variable-below:var0=1
30702,30702.xml,var0,1,started,started,1,63,1,False,OK,"variable-at-least:var0=1,variable-below:var0=2"
30708,30708.xml,var0,1,started,started,1,63,3,False,OK,variable-below:var0=4
30708,30708.xml,var0,1,started,ready,0,63,4,False,OK,"variable-at-least:var0=4,variable-below:var0=5"
30715,30715.xml,var0,1,started,ready,1,63,0,False,OK,variable-below:var0=1
30752,30752.xml,var0,1,started,started,1,63,1,False,OK,"variable-at-least:var0=1,variable-below:var0=2"
30758,30758.xml,var0,1,started,started,1,63,3,False,OK,variable-below:var0=4
30758,30758.xml,var0,1,started,ready,0,63,4,False,OK,"variable-at-least:var0=4,variable-below:var0=5"
3205,3205.xml,var0,1,started,started,,16,14,True,OK,variable-below:var0=15
35009,35009.xml,var0,1,started,started,1,3,2,False,OK,variable-below:var0=3
35016,35016.xml,var0,1,started,started,1,3,2,False,OK,variable-below:var0=3
35023,35023.xml,var0,1,started,started,1,3,2,False,OK,variable-below:var0=3
35035,35035.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
35036,35036.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
35037,35037.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
35038,35038.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
35043,35043.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
35044,35044.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
35049,35049.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
35050,35050.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
35051,35051.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
35052,35052.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
35058,35058.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
35059,35059.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
35060,35060.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
35061,35061.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
35062,35062.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
35063,35063.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
35064,35064.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
35065,35065.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
35505,35505.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
35508,35508.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
35509,35509.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
35510,35510.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
35512,35512.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
35514,35514.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
36500,36500.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
36504,36504.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
36505,36505.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
36506,36506.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
36508,36508.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
36510,36510.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
36511,36511.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
36516,36516.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
36526,36526.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
36532,36532.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
36533,36533.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
36534,36534.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
36535,36535.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
36536,36536.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
3718,3718.xml,var2,1,s1,s1,,8,7,True,OK,variable-below:var2=8
3718,3718.xml,var1,1,s2,s2,,3,2,True,OK,variable-below:var1=3
3725,3725.xml,var2,1,started,started,,15,14,True,OK,variable-below:var2=15
3725,3725.xml,var1,1,started,started,,6,5,True,OK,variable-below:var1=6
3910,3910.xml,var0,1,started,started,,100,99,False,OK,variable-below:var0=100
3912,3912.xml,var0,1,started,started,,63,19,False,OK,variable-below:var0=20
3912,3912.xml,var0,1,started,started,,63,19,False,OK,variable-below:var0=20
3912,3912.xml,var0,1,started,started,,63,19,False,OK,variable-below:var0=20
3912,3912.xml,var0,1,started,started,,63,19,False,OK,variable-below:var0=20
3912,3912.xml,var0,1,started,started,,63,19,False,OK,variable-below:var0=20
3922,3922.xml,var0,1,started,started,,10,9,False,OK,variable-below:var0=10
3923,3923.xml,var0,1,started,started,,10,9,False,OK,variable-below:var0=10
3924,3924.xml,var0,1,started,started,,10,9,False,OK,variable-below:var0=10
3925,3925.xml,var0,1,started,started,,10,9,False,OK,variable-below:var0=10
3926,3926.xml,var0,1,started,started,,10,9,False,OK,variable-below:var0=10
3927,3927.xml,var0,1,started,started,,10,9,False,OK,variable-below:var0=10
3928,3928.xml,var0,1,started,started,,10,9,False,OK,variable-below:var0=10
3929,3929.xml,var0,1,started,started,,10,9,False,OK,variable-below:var0=10
39604,39604.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
39607,39607.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
39609,39609.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
39612,39612.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
39613,39613.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
39615,39615.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
39702,39702.xml,var0,1,started,started,1,6,5,False,OK,variable-below:var0=6
39706,39706.xml,var0,1,started,started,,10,9,False,OK,variable-below:var0=10
39706,39706.xml,var0,1,started,started,,10,9,False,OK,variable-below:var0=10
39707,39707.xml,var0,1,started,started,1,10,8,True,OK,variable-below:var0=9
39707,39707.xml,var0,1,started,started,0,10,9,True,OK,variable-is:var0=9
39710,39710.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
39711,39711.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
39712,39712.xml,var0,1,started,started,1,6,5,False,OK,variable-below:var0=6
39715,39715.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
42000,42000.xml,var1,1,started,started,1,3,1,False,OK,variable-below:var1=2
42001,42001.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
42002,42002.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
42003,42003.xml,var1,1,started,started,1,15,13,False,OK,variable-below:var1=14
42004,42004.xml,var1,1,started,started,1,15,13,False,OK,variable-below:var1=14
42005,42005.xml,var1,1,started,started,1,15,13,False,OK,variable-below:var1=14
42006,42006.xml,var1,1,started,started,1,15,13,False,OK,variable-below:var1=14
42010,42010.xml,var1,1,started,started,1,2,0,False,OK,variable-below:var1=1
42011,42011.xml,var1,1,started,started,1,2,0,False,OK,variable-below:var1=1
42012,42012.xml,var1,1,started,started,1,2,0,False,OK,variable-below:var1=1
42013,42013.xml,var1,1,started,started,1,2,0,False,OK,variable-below:var1=1
4205,4205.xml,var0,1,started,started,,16,14,True,OK,variable-below:var0=15
42100,42100.xml,var1,1,started,started,1,3,1,False,OK,variable-below:var1=2
42101,42101.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
42102,42102.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
42103,42103.xml,var1,1,started,started,1,15,13,False,OK,variable-below:var1=14
42104,42104.xml,var1,1,started,started,1,15,13,False,OK,variable-below:var1=14
42105,42105.xml,var1,1,started,started,1,15,13,False,OK,variable-below:var1=14
42106,42106.xml,var1,1,started,started,1,15,13,False,OK,variable-below:var1=14
42110,42110.xml,var1,1,started,started,1,2,0,False,OK,variable-below:var1=1
42111,42111.xml,var1,1,started,started,1,2,0,False,OK,variable-below:var1=1
42112,42112.xml,var1,1,started,started,1,2,0,False,OK,variable-below:var1=1
42113,42113.xml,var1,1,started,started,1,2,0,False,OK,variable-below:var1=1
45016,45016.xml,var0,1,started,started,1,3,2,False,OK,variable-below:var0=3
45023,45023.xml,var0,1,started,started,1,3,2,False,OK,variable-below:var0=3
45035,45035.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
45036,45036.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
45037,45037.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
45038,45038.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
45043,45043.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
45044,45044.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
45049,45049.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
45050,45050.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
45051,45051.xml,var0,1,started,started,1,5,4,False,OK,variable-below:var0=5
45052,45052.xml,var1,1,started,started,1,3,1,False,OK,variable-below:var1=2
45058,45058.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
45059,45059.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
45060,45060.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
45061,45061.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
45062,45062.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
45063,45063.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
45064,45064.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
45065,45065.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
45514,45514.xml,var0,1,started,started,1,5,4,False,OK,"variable-below:var0=5,pvp-victim-level-delta:None=None"
46500,46500.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
46502,46502.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
46504,46504.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
46505,46505.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
46506,46506.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
46508,46508.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
46510,46510.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
46511,46511.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
46512,46512.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
46514,46514.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
46516,46516.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
46517,46517.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
46520,46520.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
46522,46522.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
46523,46523.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
46527,46527.xml,var0,1,started,started,,1,0,False,OK,variable-below:var0=1
46531,46531.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
46535,46535.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
46536,46536.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
46539,46539.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
46540,46540.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
46541,46541.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
46542,46542.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
46543,46543.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
46544,46544.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
46545,46545.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
46546,46546.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
46547,46547.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
46548,46548.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
4718,4718.xml,var2,1,started,started,,8,7,True,OK,variable-below:var2=8
