quest_id,quest_npc_id,display_name,desc_tag,competing_npc_ids,competing_names
16836,806563,维达,STR_NPC_IDEternity_03_Weatha01_E,806075 806076 806148 806284 806285 806567 806569 806714 806717 806719 835259,806075:LF6_Weatha_E(STR_NPC_LF6_Weatha_E) | 806076:IDF6_OP_Weatha_E(STR_NPC_IDF6_OP_Weatha_E) | 806148:IDEternity_Q_Weatha_E(STR_NPC_IDEternity_Q_Weatha_E) | 806284:IDEternity_02_Weatha01_E(STR_NPC_IDEternity_02_Weatha01_E) | 806285:IDEternity_02_Weatha02_E(STR_NPC_IDEternity_02_Weatha02_E) | 806567:IDEternity_03_Weatha02_E(STR_NPC_IDEternity_03_Weatha02_E) | 806569:IDEternity_03_Weatha03_E(STR_NPC_IDEternity_03_Weatha03_E) | 806714:IDEternity_03_Event_NPC_05(STR_NPC_IDEternity_03_Weatha02_E) | 806717:IDEternity_03_Event_NPC_08(STR_NPC_IDEternity_03_Weatha02_E) | 806719:IDEternity_03_Event_NPC_10(STR_NPC_IDEternity_03_Weatha02_E) | 835259:IDEternity_03_Weatha03_E_Event(STR_NPC_IDEternity_03_Weatha03_E)
16836,246431,盖特,STR_IDEternity_03_Guard_Boss_Da_Kn,246719 246720 246721 246722 246848 246849 806573 806577 806580,246719:IDEternity_03_Event_Guard_Da_01(STR_IDEternity_03_Guard_Boss_Da_Kn) | 246720:IDEternity_03_Event_Guard_Da_02(STR_IDEternity_03_Guard_Boss_Da_Kn) | 246721:IDEternity_03_Event_Guard_Da_03(STR_IDEternity_03_Guard_Boss_Da_Kn) | 246722:IDEternity_03_Event_Guard_Da_04(STR_IDEternity_03_Guard_Boss_Da_Kn) | 246848:IDEternity_03_Event_Guard_Da_05(STR_IDEternity_03_Guard_Boss_Da_Kn) | 246849:IDEternity_03_Event_Guard_Da_06(STR_IDEternity_03_Guard_Boss_Da_Kn) | 806573:IDEternity_03_Gamt01_E(STR_NPC_IDEternity_03_Gamt01_E) | 806577:IDEternity_03_Gamt02_E(STR_NPC_IDEternity_03_Gamt02_E) | 806580:IDEternity_03_Gamt03_E(STR_NPC_IDEternity_03_Gamt03_E)
16837,806568,昆泰修斯,STR_NPC_IDEternity_03_Contesius02_E,246425 246715 246716 246717 246718 246846 246847 806564 806571,246425:IDEternity_03_Guard_Boss_Li_Kn(STR_IDEternity_03_Guard_Boss_Li_Kn) | 246715:IDEternity_03_Event_Guard_Li_01(STR_IDEternity_03_Guard_Boss_Li_Kn) | 246716:IDEternity_03_Event_Guard_Li_02(STR_IDEternity_03_Guard_Boss_Li_Kn) | 246717:IDEternity_03_Event_Guard_Li_03(STR_IDEternity_03_Guard_Boss_Li_Kn) | 246718:IDEternity_03_Event_Guard_Li_04(STR_IDEternity_03_Guard_Boss_Li_Kn) | 246846:IDEternity_03_Event_Guard_Li_05(STR_IDEternity_03_Guard_Boss_Li_Kn) | 246847:IDEternity_03_Event_Guard_Li_06(STR_IDEternity_03_Guard_Boss_Li_Kn) | 806564:IDEternity_03_Contesius01_E(STR_NPC_IDEternity_03_Contesius01_E) | 806571:IDEternity_03_Contesius03_E(STR_NPC_IDEternity_03_Contesius03_E)
16837,806564,昆泰修斯,STR_NPC_IDEternity_03_Contesius01_E,246425 246715 246716 246717 246718 246846 246847 806568 806571,246425:IDEternity_03_Guard_Boss_Li_Kn(STR_IDEternity_03_Guard_Boss_Li_Kn) | 246715:IDEternity_03_Event_Guard_Li_01(STR_IDEternity_03_Guard_Boss_Li_Kn) | 246716:IDEternity_03_Event_Guard_Li_02(STR_IDEternity_03_Guard_Boss_Li_Kn) | 246717:IDEternity_03_Event_Guard_Li_03(STR_IDEternity_03_Guard_Boss_Li_Kn) | 246718:IDEternity_03_Event_Guard_Li_04(STR_IDEternity_03_Guard_Boss_Li_Kn) | 246846:IDEternity_03_Event_Guard_Li_05(STR_IDEternity_03_Guard_Boss_Li_Kn) | 246847:IDEternity_03_Event_Guard_Li_06(STR_IDEternity_03_Guard_Boss_Li_Kn) | 806568:IDEternity_03_Contesius02_E(STR_NPC_IDEternity_03_Contesius02_E) | 806571:IDEternity_03_Contesius03_E(STR_NPC_IDEternity_03_Contesius03_E)
16838,806566,欧司提,STR_NPC_IDEternity_03_Ostia02_E,246426 806565 806570,246426:IDEternity_03_Guard_Boss_Li_Wi(STR_IDEternity_03_Guard_Boss_Li_Wi) | 806565:IDEternity_03_Ostia01_E(STR_NPC_IDEternity_03_Ostia01_E) | 806570:IDEternity_03_Ostia03_E(STR_NPC_IDEternity_03_Ostia03_E)
16839,246440,布利温,STR_IDEternity_03_Dimension_Boss_01,246842 246843 247075,246842:IDEternity_03_AreaSkill_01(STR_IDEternity_03_Dimension_Boss_01) | 246843:IDEternity_03_AreaSkill_02(STR_IDEternity_03_Dimension_Boss_01) | 247075:IDEternity_03_Dimension_Boss_Da_01(STR_IDEternity_03_Dimension_Boss_01)
16839,806569,维达,STR_NPC_IDEternity_03_Weatha03_E,806075 806076 806148 806284 806285 806563 806567 806714 806717 806719 835259,806075:LF6_Weatha_E(STR_NPC_LF6_Weatha_E) | 806076:IDF6_OP_Weatha_E(STR_NPC_IDF6_OP_Weatha_E) | 806148:IDEternity_Q_Weatha_E(STR_NPC_IDEternity_Q_Weatha_E) | 806284:IDEternity_02_Weatha01_E(STR_NPC_IDEternity_02_Weatha01_E) | 806285:IDEternity_02_Weatha02_E(STR_NPC_IDEternity_02_Weatha02_E) | 806563:IDEternity_03_Weatha01_E(STR_NPC_IDEternity_03_Weatha01_E) | 806567:IDEternity_03_Weatha02_E(STR_NPC_IDEternity_03_Weatha02_E) | 806714:IDEternity_03_Event_NPC_05(STR_NPC_IDEternity_03_Weatha02_E) | 806717:IDEternity_03_Event_NPC_08(STR_NPC_IDEternity_03_Weatha02_E) | 806719:IDEternity_03_Event_NPC_10(STR_NPC_IDEternity_03_Weatha02_E) | 835259:IDEternity_03_Weatha03_E_Event(STR_NPC_IDEternity_03_Weatha03_E)
16839,806563,维达,STR_NPC_IDEternity_03_Weatha01_E,806075 806076 806148 806284 806285 806567 806569 806714 806717 806719 835259,806075:LF6_Weatha_E(STR_NPC_LF6_Weatha_E) | 806076:IDF6_OP_Weatha_E(STR_NPC_IDF6_OP_Weatha_E) | 806148:IDEternity_Q_Weatha_E(STR_NPC_IDEternity_Q_Weatha_E) | 806284:IDEternity_02_Weatha01_E(STR_NPC_IDEternity_02_Weatha01_E) | 806285:IDEternity_02_Weatha02_E(STR_NPC_IDEternity_02_Weatha02_E) | 806567:IDEternity_03_Weatha02_E(STR_NPC_IDEternity_03_Weatha02_E) | 806569:IDEternity_03_Weatha03_E(STR_NPC_IDEternity_03_Weatha03_E) | 806714:IDEternity_03_Event_NPC_05(STR_NPC_IDEternity_03_Weatha02_E) | 806717:IDEternity_03_Event_NPC_08(STR_NPC_IDEternity_03_Weatha02_E) | 806719:IDEternity_03_Event_NPC_10(STR_NPC_IDEternity_03_Weatha02_E) | 835259:IDEternity_03_Weatha03_E_Event(STR_NPC_IDEternity_03_Weatha03_E)
16921,231305,愤怒的魔女葛兰达,STR_BLDF5_Under_Rune_FrostNmd_2_N_Ma_65_Ah,284376,284376:BLDF5_Under_Rune_FrostNmd_2_N_Ma_65_Ah(STR_BLDF5_Under_Rune_FrostNmd_2_N_Ma_65_Ah)
16942,233898,不稳定的贝萨格斯,STR_IDLDF4_Re_01_BOSS_Fi_65_An,234542,234542:IDLDF4_Re_01_BOSS_Fi_N_65_Ae_L(STR_IDLDF4_Re_01_BOSS_Fi_65_An)
16942,233887,次元技术首席研究员,STR_IDLDF4_Re_01_DrakanMage_Wi_65_An,234545,234545:IDLDF4_Re_01_DrakanMage_Wi_65_An_L(STR_IDLDF4_Re_01_DrakanMage_Wi_65_An)
16976,235769,残忍贝尔库勒,STR_IDF5_U01_N_Boss_Wi_65_Ah_RA_Wi,235770 235771,235770:IDF5_U01_N_Boss_Wi_65_Ah_RA_Pr(STR_IDF5_U01_N_Boss_Wi_65_Ah_RA_Pr) | 235771:IDF5_U01_N_Boss_Wi_65_Ah_RA_As(STR_IDF5_U01_N_Boss_Wi_65_Ah_RA_As)
16976,235770,残忍贝尔库勒,STR_IDF5_U01_N_Boss_Wi_65_Ah_RA_Pr,235769 235771,235769:IDF5_U01_N_Boss_Wi_65_Ah_RA_Wi(STR_IDF5_U01_N_Boss_Wi_65_Ah_RA_Wi) | 235771:IDF5_U01_N_Boss_Wi_65_Ah_RA_As(STR_IDF5_U01_N_Boss_Wi_65_Ah_RA_As)
16976,235771,残忍贝尔库勒,STR_IDF5_U01_N_Boss_Wi_65_Ah_RA_As,235769 235770,235769:IDF5_U01_N_Boss_Wi_65_Ah_RA_Wi(STR_IDF5_U01_N_Boss_Wi_65_Ah_RA_Wi) | 235770:IDF5_U01_N_Boss_Wi_65_Ah_RA_Pr(STR_IDF5_U01_N_Boss_Wi_65_Ah_RA_Pr)
17100,831222,村庄建设管理队长,STR_NPC_Town_shugo_Worker_05,831247,831247:Town_D_shugo_Worker_05(STR_NPC_Town_D_shugo_Worker_05)
17101,831222,村庄建设管理队长,STR_NPC_Town_shugo_Worker_05,831247,831247:Town_D_shugo_Worker_05(STR_NPC_Town_D_shugo_Worker_05)
17102,831222,村庄建设管理队长,STR_NPC_Town_shugo_Worker_05,831247,831247:Town_D_shugo_Worker_05(STR_NPC_Town_D_shugo_Worker_05)
17103,831222,村庄建设管理队长,STR_NPC_Town_shugo_Worker_05,831247,831247:Town_D_shugo_Worker_05(STR_NPC_Town_D_shugo_Worker_05)
17104,831222,村庄建设管理队长,STR_NPC_Town_shugo_Worker_05,831247,831247:Town_D_shugo_Worker_05(STR_NPC_Town_D_shugo_Worker_05)
17106,831209,村庄盆景销售商人,STR_NPC_Town_VisitorPot_Seller_05,831198 831200 831203 831206 831223 831225 831228 831231 831234,831198:Town_VisitorPot_Seller_01(STR_NPC_Town_VisitorPot_Seller_01) | 831200:Town_VisitorPot_Seller_02(STR_NPC_Town_VisitorPot_Seller_02) | 831203:Town_VisitorPot_Seller_03(STR_NPC_Town_VisitorPot_Seller_03) | 831206:Town_VisitorPot_Seller_04(STR_NPC_Town_VisitorPot_Seller_04) | 831223:Town_D_VisitorPot_Seller_01(STR_NPC_Town_D_VisitorPot_Seller_01) | 831225:Town_D_VisitorPot_Seller_02(STR_NPC_Town_D_VisitorPot_Seller_02) | 831228:Town_D_VisitorPot_Seller_03(STR_NPC_Town_D_VisitorPot_Seller_03) | 831231:Town_D_VisitorPot_Seller_04(STR_NPC_Town_D_VisitorPot_Seller_04) | 831234:Town_D_VisitorPot_Seller_05(STR_NPC_Town_D_VisitorPot_Seller_05)
17108,831209,村庄盆景销售商人,STR_NPC_Town_VisitorPot_Seller_05,831198 831200 831203 831206 831223 831225 831228 831231 831234,831198:Town_VisitorPot_Seller_01(STR_NPC_Town_VisitorPot_Seller_01) | 831200:Town_VisitorPot_Seller_02(STR_NPC_Town_VisitorPot_Seller_02) | 831203:Town_VisitorPot_Seller_03(STR_NPC_Town_VisitorPot_Seller_03) | 831206:Town_VisitorPot_Seller_04(STR_NPC_Town_VisitorPot_Seller_04) | 831223:Town_D_VisitorPot_Seller_01(STR_NPC_Town_D_VisitorPot_Seller_01) | 831225:Town_D_VisitorPot_Seller_02(STR_NPC_Town_D_VisitorPot_Seller_02) | 831228:Town_D_VisitorPot_Seller_03(STR_NPC_Town_D_VisitorPot_Seller_03) | 831231:Town_D_VisitorPot_Seller_04(STR_NPC_Town_D_VisitorPot_Seller_04) | 831234:Town_D_VisitorPot_Seller_05(STR_NPC_Town_D_VisitorPot_Seller_05)
17110,831209,村庄盆景销售商人,STR_NPC_Town_VisitorPot_Seller_05,831198 831200 831203 831206 831223 831225 831228 831231 831234,831198:Town_VisitorPot_Seller_01(STR_NPC_Town_VisitorPot_Seller_01) | 831200:Town_VisitorPot_Seller_02(STR_NPC_Town_VisitorPot_Seller_02) | 831203:Town_VisitorPot_Seller_03(STR_NPC_Town_VisitorPot_Seller_03) | 831206:Town_VisitorPot_Seller_04(STR_NPC_Town_VisitorPot_Seller_04) | 831223:Town_D_VisitorPot_Seller_01(STR_NPC_Town_D_VisitorPot_Seller_01) | 831225:Town_D_VisitorPot_Seller_02(STR_NPC_Town_D_VisitorPot_Seller_02) | 831228:Town_D_VisitorPot_Seller_03(STR_NPC_Town_D_VisitorPot_Seller_03) | 831231:Town_D_VisitorPot_Seller_04(STR_NPC_Town_D_VisitorPot_Seller_04) | 831234:Town_D_VisitorPot_Seller_05(STR_NPC_Town_D_VisitorPot_Seller_05)
17112,831209,村庄盆景销售商人,STR_NPC_Town_VisitorPot_Seller_05,831198 831200 831203 831206 831223 831225 831228 831231 831234,831198:Town_VisitorPot_Seller_01(STR_NPC_Town_VisitorPot_Seller_01) | 831200:Town_VisitorPot_Seller_02(STR_NPC_Town_VisitorPot_Seller_02) | 831203:Town_VisitorPot_Seller_03(STR_NPC_Town_VisitorPot_Seller_03) | 831206:Town_VisitorPot_Seller_04(STR_NPC_Town_VisitorPot_Seller_04) | 831223:Town_D_VisitorPot_Seller_01(STR_NPC_Town_D_VisitorPot_Seller_01) | 831225:Town_D_VisitorPot_Seller_02(STR_NPC_Town_D_VisitorPot_Seller_02) | 831228:Town_D_VisitorPot_Seller_03(STR_NPC_Town_D_VisitorPot_Seller_03) | 831231:Town_D_VisitorPot_Seller_04(STR_NPC_Town_D_VisitorPot_Seller_04) | 831234:Town_D_VisitorPot_Seller_05(STR_NPC_Town_D_VisitorPot_Seller_05)
17114,831209,村庄盆景销售商人,STR_NPC_Town_VisitorPot_Seller_05,831198 831200 831203 831206 831223 831225 831228 831231 831234,831198:Town_VisitorPot_Seller_01(STR_NPC_Town_VisitorPot_Seller_01) | 831200:Town_VisitorPot_Seller_02(STR_NPC_Town_VisitorPot_Seller_02) | 831203:Town_VisitorPot_Seller_03(STR_NPC_Town_VisitorPot_Seller_03) | 831206:Town_VisitorPot_Seller_04(STR_NPC_Town_VisitorPot_Seller_04) | 831223:Town_D_VisitorPot_Seller_01(STR_NPC_Town_D_VisitorPot_Seller_01) | 831225:Town_D_VisitorPot_Seller_02(STR_NPC_Town_D_VisitorPot_Seller_02) | 831228:Town_D_VisitorPot_Seller_03(STR_NPC_Town_D_VisitorPot_Seller_03) | 831231:Town_D_VisitorPot_Seller_04(STR_NPC_Town_D_VisitorPot_Seller_04) | 831234:Town_D_VisitorPot_Seller_05(STR_NPC_Town_D_VisitorPot_Seller_05)
17116,831209,村庄盆景销售商人,STR_NPC_Town_VisitorPot_Seller_05,831198 831200 831203 831206 831223 831225 831228 831231 831234,831198:Town_VisitorPot_Seller_01(STR_NPC_Town_VisitorPot_Seller_01) | 831200:Town_VisitorPot_Seller_02(STR_NPC_Town_VisitorPot_Seller_02) | 831203:Town_VisitorPot_Seller_03(STR_NPC_Town_VisitorPot_Seller_03) | 831206:Town_VisitorPot_Seller_04(STR_NPC_Town_VisitorPot_Seller_04) | 831223:Town_D_VisitorPot_Seller_01(STR_NPC_Town_D_VisitorPot_Seller_01) | 831225:Town_D_VisitorPot_Seller_02(STR_NPC_Town_D_VisitorPot_Seller_02) | 831228:Town_D_VisitorPot_Seller_03(STR_NPC_Town_D_VisitorPot_Seller_03) | 831231:Town_D_VisitorPot_Seller_04(STR_NPC_Town_D_VisitorPot_Seller_04) | 831234:Town_D_VisitorPot_Seller_05(STR_NPC_Town_D_VisitorPot_Seller_05)
17118,831209,村庄盆景销售商人,STR_NPC_Town_VisitorPot_Seller_05,831198 831200 831203 831206 831223 831225 831228 831231 831234,831198:Town_VisitorPot_Seller_01(STR_NPC_Town_VisitorPot_Seller_01) | 831200:Town_VisitorPot_Seller_02(STR_NPC_Town_VisitorPot_Seller_02) | 831203:Town_VisitorPot_Seller_03(STR_NPC_Town_VisitorPot_Seller_03) | 831206:Town_VisitorPot_Seller_04(STR_NPC_Town_VisitorPot_Seller_04) | 831223:Town_D_VisitorPot_Seller_01(STR_NPC_Town_D_VisitorPot_Seller_01) | 831225:Town_D_VisitorPot_Seller_02(STR_NPC_Town_D_VisitorPot_Seller_02) | 831228:Town_D_VisitorPot_Seller_03(STR_NPC_Town_D_VisitorPot_Seller_03) | 831231:Town_D_VisitorPot_Seller_04(STR_NPC_Town_D_VisitorPot_Seller_04) | 831234:Town_D_VisitorPot_Seller_05(STR_NPC_Town_D_VisitorPot_Seller_05)
17120,831209,村庄盆景销售商人,STR_NPC_Town_VisitorPot_Seller_05,831198 831200 831203 831206 831223 831225 831228 831231 831234,831198:Town_VisitorPot_Seller_01(STR_NPC_Town_VisitorPot_Seller_01) | 831200:Town_VisitorPot_Seller_02(STR_NPC_Town_VisitorPot_Seller_02) | 831203:Town_VisitorPot_Seller_03(STR_NPC_Town_VisitorPot_Seller_03) | 831206:Town_VisitorPot_Seller_04(STR_NPC_Town_VisitorPot_Seller_04) | 831223:Town_D_VisitorPot_Seller_01(STR_NPC_Town_D_VisitorPot_Seller_01) | 831225:Town_D_VisitorPot_Seller_02(STR_NPC_Town_D_VisitorPot_Seller_02) | 831228:Town_D_VisitorPot_Seller_03(STR_NPC_Town_D_VisitorPot_Seller_03) | 831231:Town_D_VisitorPot_Seller_04(STR_NPC_Town_D_VisitorPot_Seller_04) | 831234:Town_D_VisitorPot_Seller_05(STR_NPC_Town_D_VisitorPot_Seller_05)
17122,831209,村庄盆景销售商人,STR_NPC_Town_VisitorPot_Seller_05,831198 831200 831203 831206 831223 831225 831228 831231 831234,831198:Town_VisitorPot_Seller_01(STR_NPC_Town_VisitorPot_Seller_01) | 831200:Town_VisitorPot_Seller_02(STR_NPC_Town_VisitorPot_Seller_02) | 831203:Town_VisitorPot_Seller_03(STR_NPC_Town_VisitorPot_Seller_03) | 831206:Town_VisitorPot_Seller_04(STR_NPC_Town_VisitorPot_Seller_04) | 831223:Town_D_VisitorPot_Seller_01(STR_NPC_Town_D_VisitorPot_Seller_01) | 831225:Town_D_VisitorPot_Seller_02(STR_NPC_Town_D_VisitorPot_Seller_02) | 831228:Town_D_VisitorPot_Seller_03(STR_NPC_Town_D_VisitorPot_Seller_03) | 831231:Town_D_VisitorPot_Seller_04(STR_NPC_Town_D_VisitorPot_Seller_04) | 831234:Town_D_VisitorPot_Seller_05(STR_NPC_Town_D_VisitorPot_Seller_05)
17124,831209,村庄盆景销售商人,STR_NPC_Town_VisitorPot_Seller_05,831198 831200 831203 831206 831223 831225 831228 831231 831234,831198:Town_VisitorPot_Seller_01(STR_NPC_Town_VisitorPot_Seller_01) | 831200:Town_VisitorPot_Seller_02(STR_NPC_Town_VisitorPot_Seller_02) | 831203:Town_VisitorPot_Seller_03(STR_NPC_Town_VisitorPot_Seller_03) | 831206:Town_VisitorPot_Seller_04(STR_NPC_Town_VisitorPot_Seller_04) | 831223:Town_D_VisitorPot_Seller_01(STR_NPC_Town_D_VisitorPot_Seller_01) | 831225:Town_D_VisitorPot_Seller_02(STR_NPC_Town_D_VisitorPot_Seller_02) | 831228:Town_D_VisitorPot_Seller_03(STR_NPC_Town_D_VisitorPot_Seller_03) | 831231:Town_D_VisitorPot_Seller_04(STR_NPC_Town_D_VisitorPot_Seller_04) | 831234:Town_D_VisitorPot_Seller_05(STR_NPC_Town_D_VisitorPot_Seller_05)
17126,831209,村庄盆景销售商人,STR_NPC_Town_VisitorPot_Seller_05,831198 831200 831203 831206 831223 831225 831228 831231 831234,831198:Town_VisitorPot_Seller_01(STR_NPC_Town_VisitorPot_Seller_01) | 831200:Town_VisitorPot_Seller_02(STR_NPC_Town_VisitorPot_Seller_02) | 831203:Town_VisitorPot_Seller_03(STR_NPC_Town_VisitorPot_Seller_03) | 831206:Town_VisitorPot_Seller_04(STR_NPC_Town_VisitorPot_Seller_04) | 831223:Town_D_VisitorPot_Seller_01(STR_NPC_Town_D_VisitorPot_Seller_01) | 831225:Town_D_VisitorPot_Seller_02(STR_NPC_Town_D_VisitorPot_Seller_02) | 831228:Town_D_VisitorPot_Seller_03(STR_NPC_Town_D_VisitorPot_Seller_03) | 831231:Town_D_VisitorPot_Seller_04(STR_NPC_Town_D_VisitorPot_Seller_04) | 831234:Town_D_VisitorPot_Seller_05(STR_NPC_Town_D_VisitorPot_Seller_05)
17128,831209,村庄盆景销售商人,STR_NPC_Town_VisitorPot_Seller_05,831198 831200 831203 831206 831223 831225 831228 831231 831234,831198:Town_VisitorPot_Seller_01(STR_NPC_Town_VisitorPot_Seller_01) | 831200:Town_VisitorPot_Seller_02(STR_NPC_Town_VisitorPot_Seller_02) | 831203:Town_VisitorPot_Seller_03(STR_NPC_Town_VisitorPot_Seller_03) | 831206:Town_VisitorPot_Seller_04(STR_NPC_Town_VisitorPot_Seller_04) | 831223:Town_D_VisitorPot_Seller_01(STR_NPC_Town_D_VisitorPot_Seller_01) | 831225:Town_D_VisitorPot_Seller_02(STR_NPC_Town_D_VisitorPot_Seller_02) | 831228:Town_D_VisitorPot_Seller_03(STR_NPC_Town_D_VisitorPot_Seller_03) | 831231:Town_D_VisitorPot_Seller_04(STR_NPC_Town_D_VisitorPot_Seller_04) | 831234:Town_D_VisitorPot_Seller_05(STR_NPC_Town_D_VisitorPot_Seller_05)
17130,831209,村庄盆景销售商人,STR_NPC_Town_VisitorPot_Seller_05,831198 831200 831203 831206 831223 831225 831228 831231 831234,831198:Town_VisitorPot_Seller_01(STR_NPC_Town_VisitorPot_Seller_01) | 831200:Town_VisitorPot_Seller_02(STR_NPC_Town_VisitorPot_Seller_02) | 831203:Town_VisitorPot_Seller_03(STR_NPC_Town_VisitorPot_Seller_03) | 831206:Town_VisitorPot_Seller_04(STR_NPC_Town_VisitorPot_Seller_04) | 831223:Town_D_VisitorPot_Seller_01(STR_NPC_Town_D_VisitorPot_Seller_01) | 831225:Town_D_VisitorPot_Seller_02(STR_NPC_Town_D_VisitorPot_Seller_02) | 831228:Town_D_VisitorPot_Seller_03(STR_NPC_Town_D_VisitorPot_Seller_03) | 831231:Town_D_VisitorPot_Seller_04(STR_NPC_Town_D_VisitorPot_Seller_04) | 831234:Town_D_VisitorPot_Seller_05(STR_NPC_Town_D_VisitorPot_Seller_05)
17132,831209,村庄盆景销售商人,STR_NPC_Town_VisitorPot_Seller_05,831198 831200 831203 831206 831223 831225 831228 831231 831234,831198:Town_VisitorPot_Seller_01(STR_NPC_Town_VisitorPot_Seller_01) | 831200:Town_VisitorPot_Seller_02(STR_NPC_Town_VisitorPot_Seller_02) | 831203:Town_VisitorPot_Seller_03(STR_NPC_Town_VisitorPot_Seller_03) | 831206:Town_VisitorPot_Seller_04(STR_NPC_Town_VisitorPot_Seller_04) | 831223:Town_D_VisitorPot_Seller_01(STR_NPC_Town_D_VisitorPot_Seller_01) | 831225:Town_D_VisitorPot_Seller_02(STR_NPC_Town_D_VisitorPot_Seller_02) | 831228:Town_D_VisitorPot_Seller_03(STR_NPC_Town_D_VisitorPot_Seller_03) | 831231:Town_D_VisitorPot_Seller_04(STR_NPC_Town_D_VisitorPot_Seller_04) | 831234:Town_D_VisitorPot_Seller_05(STR_NPC_Town_D_VisitorPot_Seller_05)
17134,831209,村庄盆景销售商人,STR_NPC_Town_VisitorPot_Seller_05,831198 831200 831203 831206 831223 831225 831228 831231 831234,831198:Town_VisitorPot_Seller_01(STR_NPC_Town_VisitorPot_Seller_01) | 831200:Town_VisitorPot_Seller_02(STR_NPC_Town_VisitorPot_Seller_02) | 831203:Town_VisitorPot_Seller_03(STR_NPC_Town_VisitorPot_Seller_03) | 831206:Town_VisitorPot_Seller_04(STR_NPC_Town_VisitorPot_Seller_04) | 831223:Town_D_VisitorPot_Seller_01(STR_NPC_Town_D_VisitorPot_Seller_01) | 831225:Town_D_VisitorPot_Seller_02(STR_NPC_Town_D_VisitorPot_Seller_02) | 831228:Town_D_VisitorPot_Seller_03(STR_NPC_Town_D_VisitorPot_Seller_03) | 831231:Town_D_VisitorPot_Seller_04(STR_NPC_Town_D_VisitorPot_Seller_04) | 831234:Town_D_VisitorPot_Seller_05(STR_NPC_Town_D_VisitorPot_Seller_05)
17136,831209,村庄盆景销售商人,STR_NPC_Town_VisitorPot_Seller_05,831198 831200 831203 831206 831223 831225 831228 831231 831234,831198:Town_VisitorPot_Seller_01(STR_NPC_Town_VisitorPot_Seller_01) | 831200:Town_VisitorPot_Seller_02(STR_NPC_Town_VisitorPot_Seller_02) | 831203:Town_VisitorPot_Seller_03(STR_NPC_Town_VisitorPot_Seller_03) | 831206:Town_VisitorPot_Seller_04(STR_NPC_Town_VisitorPot_Seller_04) | 831223:Town_D_VisitorPot_Seller_01(STR_NPC_Town_D_VisitorPot_Seller_01) | 831225:Town_D_VisitorPot_Seller_02(STR_NPC_Town_D_VisitorPot_Seller_02) | 831228:Town_D_VisitorPot_Seller_03(STR_NPC_Town_D_VisitorPot_Seller_03) | 831231:Town_D_VisitorPot_Seller_04(STR_NPC_Town_D_VisitorPot_Seller_04) | 831234:Town_D_VisitorPot_Seller_05(STR_NPC_Town_D_VisitorPot_Seller_05)
17138,831209,村庄盆景销售商人,STR_NPC_Town_VisitorPot_Seller_05,831198 831200 831203 831206 831223 831225 831228 831231 831234,831198:Town_VisitorPot_Seller_01(STR_NPC_Town_VisitorPot_Seller_01) | 831200:Town_VisitorPot_Seller_02(STR_NPC_Town_VisitorPot_Seller_02) | 831203:Town_VisitorPot_Seller_03(STR_NPC_Town_VisitorPot_Seller_03) | 831206:Town_VisitorPot_Seller_04(STR_NPC_Town_VisitorPot_Seller_04) | 831223:Town_D_VisitorPot_Seller_01(STR_NPC_Town_D_VisitorPot_Seller_01) | 831225:Town_D_VisitorPot_Seller_02(STR_NPC_Town_D_VisitorPot_Seller_02) | 831228:Town_D_VisitorPot_Seller_03(STR_NPC_Town_D_VisitorPot_Seller_03) | 831231:Town_D_VisitorPot_Seller_04(STR_NPC_Town_D_VisitorPot_Seller_04) | 831234:Town_D_VisitorPot_Seller_05(STR_NPC_Town_D_VisitorPot_Seller_05)
17140,831209,村庄盆景销售商人,STR_NPC_Town_VisitorPot_Seller_05,831198 831200 831203 831206 831223 831225 831228 831231 831234,831198:Town_VisitorPot_Seller_01(STR_NPC_Town_VisitorPot_Seller_01) | 831200:Town_VisitorPot_Seller_02(STR_NPC_Town_VisitorPot_Seller_02) | 831203:Town_VisitorPot_Seller_03(STR_NPC_Town_VisitorPot_Seller_03) | 831206:Town_VisitorPot_Seller_04(STR_NPC_Town_VisitorPot_Seller_04) | 831223:Town_D_VisitorPot_Seller_01(STR_NPC_Town_D_VisitorPot_Seller_01) | 831225:Town_D_VisitorPot_Seller_02(STR_NPC_Town_D_VisitorPot_Seller_02) | 831228:Town_D_VisitorPot_Seller_03(STR_NPC_Town_D_VisitorPot_Seller_03) | 831231:Town_D_VisitorPot_Seller_04(STR_NPC_Town_D_VisitorPot_Seller_04) | 831234:Town_D_VisitorPot_Seller_05(STR_NPC_Town_D_VisitorPot_Seller_05)
