quest_id	legacy_calls	reward_var0	client_rows	verdict	row_state_verdict	classification
25305	changeQuestStep(2->3)	3	4	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
25306	changeQuestStep(9->10)	10	11	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
25334	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
25541	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
25563	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_WITHOUT_STATE	STEP_EQUALS_NEXTSTEP
25590	defaultCloseDialog(4->4)	4	5	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
25604	changeQuestStep(4->5)	5	6	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
26800	changeQuestStep(2->3)	3	3	ROW_AHEAD	STATE_OUT_OF_RANGE	ALIGNED_TO_NEXTSTEP
26809	changeQuestStep(0->0)	1	1	ROW_AHEAD	BOTH_MISALIGNED	STEP_EQUALS_NEXTSTEP
26810	changeQuestStep(0->0)	1	1	ROW_AHEAD	BOTH_MISALIGNED	STEP_EQUALS_NEXTSTEP
26811	changeQuestStep(0->0)	1	1	ROW_AHEAD	BOTH_MISALIGNED	STEP_EQUALS_NEXTSTEP
26839	changeQuestStep(1->2)	2	3	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
26922	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
26930	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
26977	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
26979	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
26990	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28035	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28036	changeQuestStep(0->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
28213	defaultCloseDialog(3->3)	0	4	ROW_BEHIND	ROW_WITHOUT_STATE	STEP_EQUALS_NEXTSTEP
28250	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28251	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28300	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28314	changeQuestStep(7->8)	1	2	ROW_ALIGNED	ROW_WITHOUT_STATE	OTHER
28500	changeQuestStep(3->3)	3	5	ROW_BEHIND	ROW_WITHOUT_STATE	STEP_EQUALS_NEXTSTEP
28510	changeQuestStep(5->5)	5	3	ROW_AHEAD	BOTH_MISALIGNED	STEP_EQUALS_NEXTSTEP
28511	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28600	defaultCloseDialog(3->3)	3	4	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28601	defaultCloseDialog(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28737	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28739	checkQuestItems(0->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
28740	checkQuestItems(0->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
28742	checkQuestItems(0->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
28745	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28800	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28802	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28805	changeQuestStep(2->2)	1	3	ROW_BEHIND	ROW_WITHOUT_STATE	STEP_EQUALS_NEXTSTEP
28806	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28807	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28808	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28821	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28826	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28830	changeQuestStep(1->1)	2	3	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28831	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28832	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28837	changeQuestStep(0->0)	1	1	ROW_AHEAD	BOTH_MISALIGNED	STEP_EQUALS_NEXTSTEP
28847	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28932	changeQuestStep(1->2)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
28940	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28950	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28953	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28954	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28975	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28976	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28977	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
28978	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
29000	checkQuestItems(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
29004	defaultCloseDialog(2->2)	2	3	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
29047	defaultCloseDialog(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
29048	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
29064	checkQuestItemsSimple(1->2)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
29600	changeQuestStep(0->1)					NO_AUDIT_DATA
29665	changeQuestStep(0->0)					NO_AUDIT_DATA
30003	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30055	defaultCloseDialog(1->2)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
30056	defaultCloseDialog(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30061	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30103	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30154	defaultCloseDialog(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30156	defaultCloseDialog(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30157	defaultCloseDialog(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30161	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30210	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30211	checkQuestItems(0->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
30213	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30222	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30235	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30236	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30237	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_WITHOUT_STATE	STEP_EQUALS_NEXTSTEP
30238	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30239	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30240	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30241	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30242	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30243	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30246	defaultCloseDialog(1->1)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30247	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30248	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30249	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30250	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30310	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30311	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30313	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30335	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30336	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30337	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30338	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30339	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30340	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30341	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30342	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30343	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30346	defaultCloseDialog(1->1)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30347	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30348	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30349	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30350	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_WITHOUT_STATE	STEP_EQUALS_NEXTSTEP
30515	changeQuestStep(0->1)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
30565	changeQuestStep(0->1)	2	1	ROW_AHEAD	STATE_OUT_OF_RANGE	OTHER
30700	defaultCloseDialog(5->6)	6	7	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
30701	defaultCloseDialog(2->3)	1	4	ROW_BEHIND	ROW_WITHOUT_STATE	OTHER
30709	changeQuestStep(0->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
30711	defaultCloseDialog(1->1)	2	2	ROW_AHEAD	BOTH_MISALIGNED	STEP_EQUALS_NEXTSTEP
30715	changeQuestStep(1->2)	1	2	ROW_ALIGNED	ROW_WITHOUT_STATE	OTHER
30717	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30750	defaultCloseDialog(5->6)	6	7	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
30751	defaultCloseDialog(2->3)	3	4	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
30759	changeQuestStep(0->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
30761	defaultCloseDialog(1->1)	2	2	ROW_AHEAD	BOTH_MISALIGNED	STEP_EQUALS_NEXTSTEP
30765	changeQuestStep(1->2)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
30767	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
30800	changeQuestStep(1->1)	1	1	ROW_AHEAD	STATE_OUT_OF_RANGE	STEP_EQUALS_NEXTSTEP
38000	changeQuestStep(0->0)	1	1	ROW_AHEAD	STATE_OUT_OF_RANGE	STEP_EQUALS_NEXTSTEP
38001	changeQuestStep(0->0)	1	1	ROW_AHEAD	STATE_OUT_OF_RANGE	STEP_EQUALS_NEXTSTEP
38002	changeQuestStep(0->0)	1	1	ROW_AHEAD	STATE_OUT_OF_RANGE	STEP_EQUALS_NEXTSTEP
39600	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
39700	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
48000	changeQuestStep(0->0)	1	1	ROW_AHEAD	STATE_OUT_OF_RANGE	STEP_EQUALS_NEXTSTEP
48001	changeQuestStep(0->0)	1	1	ROW_AHEAD	STATE_OUT_OF_RANGE	STEP_EQUALS_NEXTSTEP
48002	changeQuestStep(0->0)	1	1	ROW_AHEAD	STATE_OUT_OF_RANGE	STEP_EQUALS_NEXTSTEP
49600	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
49700	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
50009	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
50128	changeQuestStep(0->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
51009	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
51128	changeQuestStep(0->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
80008	defaultCloseDialog(0->1)	1	1	ROW_AHEAD	STATE_OUT_OF_RANGE	ALIGNED_TO_NEXTSTEP
80009	defaultCloseDialog(0->1)	1	1	ROW_AHEAD	STATE_OUT_OF_RANGE	ALIGNED_TO_NEXTSTEP
80016	checkQuestItems(0->1)	1	1	ROW_AHEAD	STATE_OUT_OF_RANGE	ALIGNED_TO_NEXTSTEP
80018	checkQuestItems(0->1)	1	1	ROW_AHEAD	STATE_OUT_OF_RANGE	ALIGNED_TO_NEXTSTEP
80020	defaultCloseDialog(2->3)	3	4	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
80021	defaultCloseDialog(2->3)	3	4	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
80028	defaultCloseDialog(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80029	defaultCloseDialog(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80030	defaultCloseDialog(0->1)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
80031	defaultCloseDialog(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80032	defaultCloseDialog(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80033	defaultCloseDialog(0->1)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
80034	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80035	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80036	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80037	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80038	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80039	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80275	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80276	changeQuestStep(0->0)					NO_AUDIT_DATA
80277	changeQuestStep(0->0)					NO_AUDIT_DATA
80291	checkQuestItems(0->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
80295	checkQuestItems(0->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
80330	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80331	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80333	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80341	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80545	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80547	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80548	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80549	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80551	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80552	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80588	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80593	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
80615	changeQuestStep(0->0)	1	1	ROW_AHEAD	BOTH_MISALIGNED	STEP_EQUALS_NEXTSTEP
80616	changeQuestStep(0->0)	1	1	ROW_AHEAD	BOTH_MISALIGNED	STEP_EQUALS_NEXTSTEP
